ID,Latitude,Longitude,SourceID
439,37-14-30.14417N,71-06-23.90799W,200 NM from Baseline
440,37-13-41.75116N,71-06-46.26304W,200 NM from Baseline
441,37-12-53.42340N,71-07-08.86661W,200 NM from Baseline
442,37-12-05.16175N,71-07-31.71846W,200 NM from Baseline
443,37-11-16.96698N,71-07-54.81803W,200 NM from Baseline
444,37-10-28.83994N,71-08-18.16498W,200 NM from Baseline
445,37-09-40.78158N,71-08-41.75941W,200 NM from Baseline
446,37-08-52.79810N,71-09-05.61761W,200 NM from Baseline
447,37-08-04.89501N,71-09-29.75289W,200 NM from Baseline
448,37-07-17.06333N,71-09-54.13388W,200 NM from Baseline
449,37-06-29.30395N,71-10-18.76037W,200 NM from Baseline
450,37-05-41.61762N,71-10-43.63177W,200 NM from Baseline
451,37-04-54.00519N,71-11-08.74775W,200 NM from Baseline
452,37-04-06.46766N,71-11-34.10839W,200 NM from Baseline
453,37-03-19.00861N,71-11-59.72123W,200 NM from Baseline
454,37-02-31.63962N,71-12-25.61590W,200 NM from Baseline
455,37-01-44.34812N,71-12-51.75315W,200 NM from Baseline
456,37-00-57.13509N,71-13-18.13296W,200 NM from Baseline
457,37-00-10.00131N,71-13-44.75483W,200 NM from Baseline
458,36-59-22.93536N,71-14-11.58519W,200 NM from Baseline
459,36-58-34.65780N,71-14-34.85279W,200 NM from Baseline
460,36-57-46.42429N,71-14-58.29346W,200 NM from Baseline
461,36-56-58.26021N,71-15-21.98182W,200 NM from Baseline
462,36-56-10.16652N,71-15-45.91781W,200 NM from Baseline
463,36-55-22.14410N,71-16-10.10118W,200 NM from Baseline
464,36-54-34.19334N,71-16-34.53023W,200 NM from Baseline
465,36-53-46.32354N,71-16-59.22959W,200 NM from Baseline
466,36-52-58.51940N,71-17-24.14996W,200 NM from Baseline
467,36-52-10.78873N,71-17-49.31216W,200 NM from Baseline
468,36-51-23.13368N,71-18-14.71975W,200 NM from Baseline
469,36-50-35.54377N,71-18-40.34003W,200 NM from Baseline
470,36-49-48.01598N,71-19-06.16168W,200 NM from Baseline
471,36-49-00.54991N,71-19-32.18161W,200 NM from Baseline
472,36-48-13.16042N,71-19-58.43965W,200 NM from Baseline
473,36-47-25.84110N,71-20-24.91560W,200 NM from Baseline
474,36-46-38.61362N,71-20-51.66625W,200 NM from Baseline
475,36-45-51.47231N,71-21-18.67256W,200 NM from Baseline
476,36-45-04.41330N,71-21-45.92117W,200 NM from Baseline
477,36-44-17.43718N,71-22-13.41100W,200 NM from Baseline
478,36-43-30.54474N,71-22-41.14152W,200 NM from Baseline
479,36-42-43.73697N,71-23-09.11273W,200 NM from Baseline
480,36-41-57.01481N,71-23-37.32444W,200 NM from Baseline
481,36-41-10.38407N,71-24-05.78872W,200 NM from Baseline
482,36-40-23.85306N,71-24-34.52316W,200 NM from Baseline
483,36-39-37.41034N,71-25-03.49620W,200 NM from Baseline
484,36-38-51.05666N,71-25-32.70713W,200 NM from Baseline
485,36-38-04.73987N,71-26-02.02744W,200 NM from Baseline
486,36-37-18.43018N,71-26-31.38393W,200 NM from Baseline
487,36-36-32.19617N,71-27-00.94211W,200 NM from Baseline
488,36-35-46.04914N,71-27-30.72693W,200 NM from Baseline
489,36-34-59.99473N,71-28-00.74958W,200 NM from Baseline
490,36-34-14.02562N,71-28-30.99065W,200 NM from Baseline
491,36-33-28.14509N,71-29-01.45564W,200 NM from Baseline
492,36-32-42.36199N,71-29-32.16266W,200 NM from Baseline
493,36-31-56.49511N,71-30-01.43770W,200 NM from Baseline
494,36-31-05.77553N,71-29-46.81641W,200 NM from Baseline
495,36-30-15.01482N,71-29-32.36549W,200 NM from Baseline
496,36-29-24.20691N,71-29-18.12006W,200 NM from Baseline
497,36-28-33.35225N,71-29-04.08168W,200 NM from Baseline
498,36-27-42.44038N,71-28-50.31176W,200 NM from Baseline
499,36-26-51.47202N,71-28-36.81140W,200 NM from Baseline
500,36-26-00.44909N,71-28-23.57461W,200 NM from Baseline
501,36-25-09.37076N,71-28-10.61209W,200 NM from Baseline
502,36-24-18.24344N,71-27-57.89115W,200 NM from Baseline
503,36-23-27.06712N,71-27-45.41649W,200 NM from Baseline
504,36-22-35.84409N,71-27-33.17744W,200 NM from Baseline
505,36-21-44.57229N,71-27-21.19221W,200 NM from Baseline
506,36-20-53.24577N,71-27-09.50690W,200 NM from Baseline
507,36-20-01.86999N,71-26-58.09235W,200 NM from Baseline
508,36-19-10.44578N,71-26-46.94916W,200 NM from Baseline
509,36-18-18.97404N,71-26-36.07739W,200 NM from Baseline
510,36-17-27.45560N,71-26-25.47766W,200 NM from Baseline
511,36-16-35.89212N,71-26-15.14431W,200 NM from Baseline
512,36-15-44.28485N,71-26-05.07442W,200 NM from Baseline
513,36-14-52.63172N,71-25-55.29240W,200 NM from Baseline
514,36-14-00.93715N,71-25-45.77134W,200 NM from Baseline
515,36-13-09.20054N,71-25-36.52292W,200 NM from Baseline
516,36-12-17.42280N,71-25-27.54743W,200 NM from Baseline
517,36-11-25.61290N,71-25-18.77091W,200 NM from Baseline
518,36-10-33.78464N,71-25-10.07777W,200 NM from Baseline
519,36-09-42.05726N,71-25-00.43220W,200 NM from Baseline
520,36-08-50.29153N,71-24-51.02420W,200 NM from Baseline
521,36-07-58.48274N,71-24-41.89998W,200 NM from Baseline
522,36-07-06.62903N,71-24-33.08624W,200 NM from Baseline
523,36-06-14.73562N,71-24-24.54654W,200 NM from Baseline
524,36-05-22.80346N,71-24-16.28066W,200 NM from Baseline
525,36-04-30.83343N,71-24-08.28891W,200 NM from Baseline
526,36-03-38.82648N,71-24-00.57123W,200 NM from Baseline
527,36-02-46.78353N,71-23-53.12768W,200 NM from Baseline
528,36-01-54.70538N,71-23-45.95933W,200 NM from Baseline
529,36-01-02.59153N,71-23-39.08332W,200 NM from Baseline
530,36-00-10.44219N,71-23-32.51112W,200 NM from Baseline
531,35-59-18.26087N,71-23-26.21378W,200 NM from Baseline
532,35-58-26.04845N,71-23-20.19186W,200 NM from Baseline
533,35-57-33.80587N,71-23-14.44502W,200 NM from Baseline
534,35-56-41.53408N,71-23-08.97327W,200 NM from Baseline
535,35-55-49.23396N,71-23-03.77719W,200 NM from Baseline
536,35-54-56.90642N,71-22-58.85722W,200 NM from Baseline
537,35-54-04.55114N,71-22-54.23545W,200 NM from Baseline
538,35-53-12.16928N,71-22-49.91274W,200 NM from Baseline
539,35-52-19.76317N,71-22-45.86620W,200 NM from Baseline
540,35-51-27.33458N,71-22-42.07797W,200 NM from Baseline
541,35-50-34.88832N,71-22-38.45678W,200 NM from Baseline
542,35-49-42.41982N,71-22-35.12032W,200 NM from Baseline
543,35-48-49.93053N,71-22-32.05954W,200 NM from Baseline
544,35-47-57.42136N,71-22-29.27525W,200 NM from Baseline
545,35-47-04.89323N,71-22-26.76763W,200 NM from Baseline
546,35-46-12.34709N,71-22-24.53635W,200 NM from Baseline
547,35-45-19.78389N,71-22-22.58121W,200 NM from Baseline
548,35-44-27.20454N,71-22-20.90273W,200 NM from Baseline
549,35-43-34.60996N,71-22-19.50322W,200 NM from Baseline
550,35-42-42.00063N,71-22-18.42424W,200 NM from Baseline
551,35-41-49.37836N,71-22-17.62135W,200 NM from Baseline
552,35-40-56.74408N,71-22-17.09518W,200 NM from Baseline
553,35-40-04.09874N,71-22-16.84598W,200 NM from Baseline
554,35-39-11.44328N,71-22-16.87366W,200 NM from Baseline
555,35-38-18.77864N,71-22-17.17795W,200 NM from Baseline
556,35-37-26.10578N,71-22-17.75886W,200 NM from Baseline
557,35-36-33.42564N,71-22-18.61741W,200 NM from Baseline
558,35-35-40.73987N,71-22-19.79429W,200 NM from Baseline
559,35-34-48.04913N,71-22-21.25090W,200 NM from Baseline
560,35-33-55.35222N,71-22-22.88946W,200 NM from Baseline
561,35-33-02.64914N,71-22-24.69288W,200 NM from Baseline
562,35-32-09.94071N,71-22-26.67470W,200 NM from Baseline
563,35-31-17.23130N,71-22-28.97768W,200 NM from Baseline
564,35-30-24.51937N,71-22-31.51401W,200 NM from Baseline
565,35-29-31.80708N,71-22-34.32761W,200 NM from Baseline
566,35-28-39.09596N,71-22-37.43167W,200 NM from Baseline
567,35-27-46.38785N,71-22-40.84206W,200 NM from Baseline
568,35-26-53.68262N,71-22-44.52969W,200 NM from Baseline
569,35-26-00.98121N,71-22-48.49398W,200 NM from Baseline
570,35-25-08.28456N,71-22-52.73453W,200 NM from Baseline
571,35-24-15.59365N,71-22-57.25158W,200 NM from Baseline
572,35-23-22.90943N,71-23-02.04524W,200 NM from Baseline
573,35-22-30.23286N,71-23-07.11503W,200 NM from Baseline
574,35-21-37.56500N,71-23-12.46265W,200 NM from Baseline
575,35-20-44.90986N,71-23-18.12852W,200 NM from Baseline
576,35-19-52.26560N,71-23-24.07043W,200 NM from Baseline
577,35-18-59.63320N,71-23-30.28846W,200 NM from Baseline
578,35-18-07.01362N,71-23-36.78243W,200 NM from Baseline
579,35-17-14.40782N,71-23-43.55209W,200 NM from Baseline
580,35-16-21.81674N,71-23-50.59735W,200 NM from Baseline
581,35-15-29.24139N,71-23-57.91830W,200 NM from Baseline
582,35-14-36.68269N,71-24-05.51454W,200 NM from Baseline
583,35-13-44.14444N,71-24-13.41337W,200 NM from Baseline
584,35-12-51.62671N,71-24-21.60321W,200 NM from Baseline
585,35-11-59.12889N,71-24-30.06790W,200 NM from Baseline
586,35-11-06.65192N,71-24-38.80718W,200 NM from Baseline
587,35-10-14.19682N,71-24-47.82139W,200 NM from Baseline
588,35-09-21.76456N,71-24-57.11042W,200 NM from Baseline
589,35-08-29.35606N,71-25-06.67366W,200 NM from Baseline
590,35-07-36.97228N,71-25-16.51088W,200 NM from Baseline
591,35-06-44.61516N,71-25-26.62939W,200 NM from Baseline
592,35-05-52.28964N,71-25-37.05724W,200 NM from Baseline
593,35-04-59.98734N,71-25-47.72437W,200 NM from Baseline
594,35-04-07.63952N,71-25-58.12625W,200 NM from Baseline
595,35-03-15.31682N,71-26-08.78131W,200 NM from Baseline
596,35-02-23.02294N,71-26-19.71001W,200 NM from Baseline
597,35-01-30.75882N,71-26-30.91214W,200 NM from Baseline
598,35-00-38.45304N,71-26-41.84662W,200 NM from Baseline
599,34-59-45.89414N,71-26-50.94397W,200 NM from Baseline
600,34-58-53.35259N,71-27-00.26625W,200 NM from Baseline
601,34-58-00.83516N,71-27-09.86373W,200 NM from Baseline
602,34-57-08.34281N,71-27-19.73608W,200 NM from Baseline
603,34-56-15.87654N,71-27-29.88334W,200 NM from Baseline
604,34-55-23.43718N,71-27-40.30430W,200 NM from Baseline
605,34-54-31.02863N,71-27-51.01906W,200 NM from Baseline
606,34-53-38.64715N,71-28-01.99282W,200 NM from Baseline
607,34-52-46.29332N,71-28-13.22315W,200 NM from Baseline
608,34-51-53.97058N,71-28-24.72765W,200 NM from Baseline
609,34-51-01.67988N,71-28-36.50587W,200 NM from Baseline
610,34-50-09.42221N,71-28-48.55768W,200 NM from Baseline
611,34-49-17.19851N,71-29-00.88262W,200 NM from Baseline
612,34-48-25.01340N,71-29-13.50240W,200 NM from Baseline
613,34-47-32.86759N,71-29-26.41359W,200 NM from Baseline
614,34-46-40.75910N,71-29-39.59766W,200 NM from Baseline
615,34-45-48.68890N,71-29-53.05441W,200 NM from Baseline
616,34-44-56.65788N,71-30-06.78313W,200 NM from Baseline
617,34-44-04.66704N,71-30-20.78359W,200 NM from Baseline
618,34-43-12.71739N,71-30-35.05585W,200 NM from Baseline
619,34-42-20.80990N,71-30-49.59956W,200 NM from Baseline
620,34-41-28.94552N,71-31-04.41427W,200 NM from Baseline
621,34-40-37.13093N,71-31-19.52817W,200 NM from Baseline
622,34-39-45.36399N,71-31-34.92400W,200 NM from Baseline
623,34-38-53.24001N,71-31-48.44986W,200 NM from Baseline
624,34-38-01.04284N,71-32-01.65270W,200 NM from Baseline
625,34-37-08.88361N,71-32-15.12505W,200 NM from Baseline
626,34-36-16.76389N,71-32-28.87020W,200 NM from Baseline
627,34-35-24.68466N,71-32-42.88784W,200 NM from Baseline
628,34-34-32.63984N,71-32-57.14049W,200 NM from Baseline
629,34-33-40.63656N,71-33-11.66119W,200 NM from Baseline
630,34-32-48.67623N,71-33-26.45181W,200 NM from Baseline
631,34-31-56.76433N,71-33-41.53439W,200 NM from Baseline
632,34-31-04.89334N,71-33-56.86574W,200 NM from Baseline
633,34-30-12.93449N,71-34-11.80184W,200 NM from Baseline
634,34-29-21.00010N,71-34-26.90819W,200 NM from Baseline
635,34-28-29.11725N,71-34-42.31538W,200 NM from Baseline
636,34-27-37.28316N,71-34-58.00333W,200 NM from Baseline
637,34-26-45.49679N,71-35-13.96180W,200 NM from Baseline
638,34-25-53.75921N,71-35-30.19086W,200 NM from Baseline
639,34-25-02.07134N,71-35-46.68995W,200 NM from Baseline
640,34-24-10.43422N,71-36-03.45899W,200 NM from Baseline
641,34-23-18.84892N,71-36-20.49811W,200 NM from Baseline
642,34-22-27.31636N,71-36-37.80670W,200 NM from Baseline
643,34-21-35.83748N,71-36-55.38426W,200 NM from Baseline
644,34-20-44.41904N,71-37-13.25444W,200 NM from Baseline
645,34-19-53.05982N,71-37-31.40660W,200 NM from Baseline
646,34-19-01.75754N,71-37-49.82667W,200 NM from Baseline
647,34-18-10.51329N,71-38-08.51473W,200 NM from Baseline
648,34-17-19.32793N,71-38-27.47003W,200 NM from Baseline
649,34-16-28.20246N,71-38-46.69225W,200 NM from Baseline
650,34-15-37.13789N,71-39-06.18117W,200 NM from Baseline
651,34-14-46.13515N,71-39-25.93627W,200 NM from Baseline
652,34-13-55.19539N,71-39-45.95779W,200 NM from Baseline
653,34-13-04.32380N,71-40-06.26058W,200 NM from Baseline
654,34-12-13.52290N,71-40-26.84888W,200 NM from Baseline
655,34-11-22.78818N,71-40-47.70230W,200 NM from Baseline
656,34-10-32.12058N,71-41-08.82025W,200 NM from Baseline
657,34-09-41.52098N,71-41-30.20208W,200 NM from Baseline
658,34-08-50.99039N,71-41-51.84747W,200 NM from Baseline
659,34-08-00.52985N,71-42-13.75629W,200 NM from Baseline
660,34-07-10.14033N,71-42-35.92812W,200 NM from Baseline
661,34-06-19.82274N,71-42-58.36229W,200 NM from Baseline
662,34-05-29.57927N,71-43-21.06236W,200 NM from Baseline
663,34-04-39.41992N,71-43-44.05590W,200 NM from Baseline
664,34-03-49.33568N,71-44-07.31039W,200 NM from Baseline
665,34-02-59.32759N,71-44-30.82562W,200 NM from Baseline
666,34-02-09.39664N,71-44-54.60122W,200 NM from Baseline
667,34-01-19.54373N,71-45-18.63653W,200 NM from Baseline
668,34-00-29.76985N,71-45-42.93120W,200 NM from Baseline
669,33-59-40.07608N,71-46-07.48516W,200 NM from Baseline
670,33-58-50.46341N,71-46-32.29797W,200 NM from Baseline
671,33-58-00.93257N,71-46-57.36853W,200 NM from Baseline
672,33-57-11.49267N,71-47-22.71911W,200 NM from Baseline
673,33-56-22.14124N,71-47-48.33890W,200 NM from Baseline
674,33-55-32.87495N,71-48-14.21530W,200 NM from Baseline
675,33-54-43.69477N,71-48-40.34788W,200 NM from Baseline
676,33-53-54.60164N,71-49-06.73610W,200 NM from Baseline
677,33-53-05.59653N,71-49-33.37949W,200 NM from Baseline
678,33-52-16.68042N,71-50-00.27765W,200 NM from Baseline
679,33-51-27.85428N,71-50-27.43011W,200 NM from Baseline
680,33-50-39.11903N,71-50-54.83631W,200 NM from Baseline
681,33-49-50.47638N,71-51-22.49762W,200 NM from Baseline
682,33-49-01.93925N,71-51-50.44311W,200 NM from Baseline
683,33-48-13.49609N,71-52-18.64052W,200 NM from Baseline
684,33-47-25.14788N,71-52-47.08942W,200 NM from Baseline
685,33-46-36.89557N,71-53-15.78927W,200 NM from Baseline
686,33-45-48.74022N,71-53-44.73986W,200 NM from Baseline
687,33-45-00.68275N,71-54-13.94055W,200 NM from Baseline
688,33-44-12.72405N,71-54-43.39069W,200 NM from Baseline
689,33-43-24.86522N,71-55-13.09013W,200 NM from Baseline
690,33-42-37.10698N,71-55-43.03776W,200 NM from Baseline
691,33-41-49.45530N,71-56-13.24440W,200 NM from Baseline
692,33-41-01.91555N,71-56-43.71886W,200 NM from Baseline
693,33-40-14.47955N,71-57-14.43990W,200 NM from Baseline
694,33-39-27.14837N,71-57-45.40727W,200 NM from Baseline
695,33-38-39.92285N,71-58-16.62014W,200 NM from Baseline
696,33-37-52.80382N,71-58-48.07779W,200 NM from Baseline
697,33-37-05.79235N,71-59-19.77989W,200 NM from Baseline
698,33-36-18.88943N,71-59-51.72597W,200 NM from Baseline
699,33-35-32.09578N,72-00-23.91506W,200 NM from Baseline
700,33-34-45.41242N,72-00-56.34673W,200 NM from Baseline
701,33-33-58.84830N,72-01-29.03661W,200 NM from Baseline
702,33-33-12.40377N,72-02-01.98241W,200 NM from Baseline
703,33-32-26.07229N,72-02-35.16830W,200 NM from Baseline
704,33-31-39.85522N,72-03-08.59454W,200 NM from Baseline
705,33-30-53.75343N,72-03-42.26044W,200 NM from Baseline
706,33-30-07.76777N,72-04-16.16521W,200 NM from Baseline
707,33-29-21.89907N,72-04-50.30807W,200 NM from Baseline
708,33-28-36.14823N,72-05-24.68841W,200 NM from Baseline
709,33-27-50.51639N,72-05-59.30599W,200 NM from Baseline
710,33-27-05.00437N,72-06-34.16002W,200 NM from Baseline
711,33-26-19.62165N,72-07-09.26554W,200 NM from Baseline
712,33-25-34.36806N,72-07-44.61942W,200 NM from Baseline
713,33-24-49.23707N,72-08-20.20731W,200 NM from Baseline
714,33-24-04.22979N,72-08-56.02891W,200 NM from Baseline
715,33-23-19.34692N,72-09-32.08322W,200 NM from Baseline
716,33-22-34.58954N,72-10-08.36987W,200 NM from Baseline
717,33-21-49.95847N,72-10-44.88809W,200 NM from Baseline
718,33-21-05.45446N,72-11-21.63695W,200 NM from Baseline
719,33-20-21.07886N,72-11-58.61657W,200 NM from Baseline
720,33-19-36.83231N,72-12-35.82582W,200 NM from Baseline
721,33-18-52.72295N,72-13-13.27606W,200 NM from Baseline
722,33-18-08.75394N,72-13-50.97000W,200 NM from Baseline
723,33-17-24.91697N,72-14-28.89147W,200 NM from Baseline
724,33-16-41.21256N,72-15-07.03919W,200 NM from Baseline
725,33-15-57.64190N,72-15-45.41296W,200 NM from Baseline
726,33-15-14.20582N,72-16-24.01200W,200 NM from Baseline
727,33-14-30.90498N,72-17-02.83526W,200 NM from Baseline
728,33-13-47.74041N,72-17-41.88228W,200 NM from Baseline
729,33-13-04.71331N,72-18-21.15284W,200 NM from Baseline
730,33-12-21.82419N,72-19-00.64566W,200 NM from Baseline
731,33-11-39.07757N,72-19-40.36557W,200 NM from Baseline
732,33-10-56.48487N,72-20-20.32745W,200 NM from Baseline
733,33-10-14.03290N,72-21-00.50912W,200 NM from Baseline
734,33-09-31.72265N,72-21-40.91002W,200 NM from Baseline
735,33-08-49.55488N,72-22-21.52927W,200 NM from Baseline
736,33-08-07.53050N,72-23-02.36619W,200 NM from Baseline
737,33-07-25.65045N,72-23-43.42016W,200 NM from Baseline
738,33-06-43.91557N,72-24-24.69042W,200 NM from Baseline
739,33-06-02.32666N,72-25-06.17612W,200 NM from Baseline
740,33-05-20.88443N,72-25-47.87633W,200 NM from Baseline
741,33-04-39.59017N,72-26-29.79088W,200 NM from Baseline
742,33-03-58.46002N,72-27-11.93996W,200 NM from Baseline
743,33-03-17.48201N,72-27-54.30479W,200 NM from Baseline
744,33-02-36.65424N,72-28-36.88082W,200 NM from Baseline
745,33-01-55.97773N,72-29-19.66748W,200 NM from Baseline
746,33-01-15.45322N,72-30-02.66390W,200 NM from Baseline
747,33-00-35.08159N,72-30-45.86935W,200 NM from Baseline
748,32-59-54.86371N,72-31-29.28308W,200 NM from Baseline
749,32-59-14.80031N,72-32-12.90417W,200 NM from Baseline
750,32-58-34.89222N,72-32-56.73183W,200 NM from Baseline
751,32-57-55.14028N,72-33-40.76530W,200 NM from Baseline
752,32-57-15.55230N,72-34-25.01251W,200 NM from Baseline
753,32-56-36.13414N,72-35-09.47866W,200 NM from Baseline
754,32-55-56.87464N,72-35-54.14778W,200 NM from Baseline
755,32-55-17.77503N,72-36-39.01959W,200 NM from Baseline
756,32-54-38.83557N,72-37-24.09257W,200 NM from Baseline
757,32-54-00.05726N,72-38-09.36615W,200 NM from Baseline
758,32-53-21.44101N,72-38-54.83962W,200 NM from Baseline
759,32-52-42.98743N,72-39-40.51191W,200 NM from Baseline
760,32-52-04.69736N,72-40-26.38226W,200 NM from Baseline
761,32-51-26.57164N,72-41-12.44987W,200 NM from Baseline
762,32-50-48.61113N,72-41-58.71398W,200 NM from Baseline
763,32-50-10.83096N,72-42-45.19002W,200 NM from Baseline
764,32-49-33.22277N,72-43-31.86637W,200 NM from Baseline
765,32-48-55.78206N,72-44-18.73612W,200 NM from Baseline
766,32-48-18.50984N,72-45-05.79866W,200 NM from Baseline
767,32-47-41.40684N,72-45-53.05309W,200 NM from Baseline
768,32-47-04.47369N,72-46-40.49839W,200 NM from Baseline
769,32-46-27.71125N,72-47-28.13378W,200 NM from Baseline
770,32-45-51.12041N,72-48-15.95852W,200 NM from Baseline
771,32-45-14.70175N,72-49-03.97152W,200 NM from Baseline
772,32-44-38.45576N,72-49-52.17163W,200 NM from Baseline
773,32-44-02.38351N,72-50-40.55828W,200 NM from Baseline
774,32-43-26.50576N,72-51-29.15116W,200 NM from Baseline
775,32-42-50.80355N,72-52-17.92870W,200 NM from Baseline
776,32-42-15.27751N,72-53-06.88988W,200 NM from Baseline
777,32-41-39.92831N,72-53-56.03370W,200 NM from Baseline
778,32-41-04.75658N,72-54-45.35918W,200 NM from Baseline
779,32-40-29.76326N,72-55-34.86558W,200 NM from Baseline
780,32-39-54.94905N,72-56-24.55198W,200 NM from Baseline
781,32-39-20.31434N,72-57-14.41712W,200 NM from Baseline
782,32-38-45.85979N,72-58-04.46002W,200 NM from Baseline
783,32-38-11.58733N,72-58-54.68090W,200 NM from Baseline
784,32-37-37.50370N,72-59-45.08452W,200 NM from Baseline
785,32-37-03.60676N,73-00-35.66697W,200 NM from Baseline
786,32-36-29.89665N,73-01-26.42672W,200 NM from Baseline
787,32-35-56.37030N,73-02-17.35927W,200 NM from Baseline
788,32-35-23.02893N,73-03-08.46415W,200 NM from Baseline
789,32-34-49.87319N,73-03-59.74038W,200 NM from Baseline
790,32-34-16.90358N,73-04-51.18681W,200 NM from Baseline
791,32-33-44.12069N,73-05-42.80242W,200 NM from Baseline
792,32-33-11.52530N,73-06-34.58632W,200 NM from Baseline
793,32-32-39.11806N,73-07-26.53752W,200 NM from Baseline
794,32-32-06.90006N,73-08-18.65542W,200 NM from Baseline
795,32-31-34.87949N,73-09-10.94542W,200 NM from Baseline
796,32-31-03.06257N,73-10-03.41100W,200 NM from Baseline
797,32-30-31.43658N,73-10-56.03970W,200 NM from Baseline
798,32-30-00.00250N,73-11-48.83081W,200 NM from Baseline
799,32-29-28.76066N,73-12-41.78308W,200 NM from Baseline
800,32-28-57.71189N,73-13-34.89565W,200 NM from Baseline
801,32-28-26.85682N,73-14-28.16752W,200 NM from Baseline
802,32-27-56.19596N,73-15-21.59760W,200 NM from Baseline
803,32-27-25.73010N,73-16-15.18499W,200 NM from Baseline
804,32-26-55.45990N,73-17-08.92872W,200 NM from Baseline
805,32-26-25.38565N,73-18-02.82751W,200 NM from Baseline
806,32-25-55.51378N,73-18-56.88480W,200 NM from Baseline
807,32-25-25.85593N,73-19-51.10777W,200 NM from Baseline
808,32-24-56.39616N,73-20-45.48261W,200 NM from Baseline
809,32-24-27.13536N,73-21-40.00851W,200 NM from Baseline
810,32-23-58.07389N,73-22-34.68427W,200 NM from Baseline
811,32-23-29.21247N,73-23-29.50894W,200 NM from Baseline
812,32-23-00.55170N,73-24-24.48150W,200 NM from Baseline
813,32-22-32.09225N,73-25-19.60095W,200 NM from Baseline
814,32-22-03.83479N,73-26-14.86633W,200 NM from Baseline
815,32-21-35.77967N,73-27-10.27643W,200 NM from Baseline
816,32-21-07.92762N,73-28-05.83031W,200 NM from Baseline
817,32-20-40.27923N,73-29-01.52693W,200 NM from Baseline
818,32-20-12.85720N,73-29-57.38022W,200 NM from Baseline
819,32-19-45.64000N,73-30-53.37384W,200 NM from Baseline
820,32-19-18.62826N,73-31-49.50676W,200 NM from Baseline
821,32-18-51.82286N,73-32-45.77815W,200 NM from Baseline
822,32-18-25.22407N,73-33-42.18675W,200 NM from Baseline
823,32-17-58.83227N,73-34-38.73139W,200 NM from Baseline
824,32-17-32.64812N,73-35-35.41108W,200 NM from Baseline
825,32-17-06.67223N,73-36-32.22479W,200 NM from Baseline
826,32-16-40.89183N,73-37-29.16317W,200 NM from Baseline
827,32-16-05.92539N,73-38-17.95494W,200 NM from Baseline
828,32-15-26.71153N,73-39-03.04397W,200 NM from Baseline
829,32-14-47.65869N,73-39-48.33171W,200 NM from Baseline
830,32-14-08.77072N,73-40-33.82099W,200 NM from Baseline
831,32-13-30.04831N,73-41-19.51079W,200 NM from Baseline
832,32-12-51.49243N,73-42-05.40046W,200 NM from Baseline
833,32-12-13.10399N,73-42-51.48923W,200 NM from Baseline
834,32-11-34.88370N,73-43-37.77612W,200 NM from Baseline
835,32-10-56.83238N,73-44-24.26030W,200 NM from Baseline
836,32-10-18.95071N,73-45-10.94072W,200 NM from Baseline
837,32-09-41.24278N,73-45-57.82017W,200 NM from Baseline
838,32-09-03.72125N,73-46-44.91066W,200 NM from Baseline
839,32-08-26.37239N,73-47-32.19505W,200 NM from Baseline
840,32-07-49.19661N,73-48-19.67204W,200 NM from Baseline
841,32-07-12.19453N,73-49-07.34056W,200 NM from Baseline
842,32-06-35.36713N,73-49-55.19992W,200 NM from Baseline
843,32-05-58.71508N,73-50-43.24911W,200 NM from Baseline
844,32-05-22.22343N,73-51-31.47086W,200 NM from Baseline
845,32-04-45.93492N,73-52-19.90790W,200 NM from Baseline
846,32-04-09.80997N,73-53-08.51743W,200 NM from Baseline
847,32-03-33.86335N,73-53-57.31308W,200 NM from Baseline
848,32-02-58.09591N,73-54-46.29401W,200 NM from Baseline
849,32-02-22.52288N,73-55-35.47365W,200 NM from Baseline
850,32-01-47.13538N,73-56-24.84119W,200 NM from Baseline
851,32-01-11.92929N,73-57-14.39080W,200 NM from Baseline
852,32-00-36.90554N,73-58-04.12174W,200 NM from Baseline
853,32-00-02.06494N,73-58-54.03313W,200 NM from Baseline
854,31-59-27.40819N,73-59-44.12399W,200 NM from Baseline
855,31-58-52.93583N,74-00-34.39318W,200 NM from Baseline
856,31-58-18.64877N,74-01-24.83991W,200 NM from Baseline
857,31-57-44.54793N,74-02-15.46341W,200 NM from Baseline
858,31-57-10.63336N,74-03-06.26209W,200 NM from Baseline
859,31-56-36.90635N,74-03-57.23551W,200 NM from Baseline
860,31-56-03.36751N,74-04-48.38263W,200 NM from Baseline
861,31-55-30.03701N,74-05-39.71972W,200 NM from Baseline
862,31-54-56.89630N,74-06-31.22838W,200 NM from Baseline
863,31-54-23.94627N,74-07-22.90778W,200 NM from Baseline
864,31-53-51.18710N,74-08-14.75646W,200 NM from Baseline
865,31-53-18.61949N,74-09-06.77347W,200 NM from Baseline
866,31-52-46.24448N,74-09-58.95811W,200 NM from Baseline
867,31-52-14.06275N,74-10-51.30938W,200 NM from Baseline
868,31-51-42.07491N,74-11-43.82620W,200 NM from Baseline
869,31-51-10.28162N,74-12-36.50758W,200 NM from Baseline
870,31-50-38.68318N,74-13-29.35219W,200 NM from Baseline
871,31-50-07.28080N,74-14-22.35948W,200 NM from Baseline
872,31-49-36.07587N,74-15-15.52899W,200 NM from Baseline
873,31-49-05.08759N,74-16-08.87439W,200 NM from Baseline
874,31-48-34.29684N,74-17-02.37867W,200 NM from Baseline
