ID,Latitude,Longitude,SourceID
67,39-58-26.01304N,65-55-22.54538W,200 NM from Baseline
68,39-57-40.63460N,65-55-48.71438W,200 NM from Baseline
69,39-56-55.34042N,65-56-15.15305W,200 NM from Baseline
70,39-56-10.11698N,65-56-41.81913W,200 NM from Baseline
71,39-55-24.96499N,65-57-08.71234W,200 NM from Baseline
72,39-54-39.88519N,65-57-35.83250W,200 NM from Baseline
73,39-53-54.87832N,65-58-03.17942W,200 NM from Baseline
74,39-53-09.95594N,65-58-30.78238W,200 NM from Baseline
75,39-52-25.11888N,65-58-58.64026W,200 NM from Baseline
76,39-51-40.35712N,65-59-26.72318W,200 NM from Baseline
77,39-50-55.67136N,65-59-55.03085W,200 NM from Baseline
78,39-50-11.06239N,66-00-23.56313W,200 NM from Baseline
79,39-49-26.53097N,66-00-52.31990W,200 NM from Baseline
80,39-48-42.09255N,66-01-21.33851W,200 NM from Baseline
81,39-47-57.74085N,66-01-50.59964W,200 NM from Baseline
82,39-47-13.46906N,66-02-20.08347W,200 NM from Baseline
83,39-46-29.27786N,66-02-49.78962W,200 NM from Baseline
84,39-45-45.16793N,66-03-19.71772W,200 NM from Baseline
85,39-45-01.13992N,66-03-49.86727W,200 NM from Baseline
86,39-44-17.21370N,66-04-20.28414W,200 NM from Baseline
87,39-43-33.37547N,66-04-50.93181W,200 NM from Baseline
88,39-42-49.62166N,66-05-21.79953W,200 NM from Baseline
89,39-42-05.95296N,66-05-52.88695W,200 NM from Baseline
90,39-41-22.36999N,66-06-24.19347W,200 NM from Baseline
91,39-40-38.87331N,66-06-55.71845W,200 NM from Baseline
92,39-39-55.48645N,66-07-27.51340W,200 NM from Baseline
93,39-39-12.18953N,66-07-59.52999W,200 NM from Baseline
94,39-38-28.98160N,66-08-31.76402W,200 NM from Baseline
95,39-37-45.86326N,66-09-04.21491W,200 NM from Baseline
96,39-37-02.83501N,66-09-36.88187W,200 NM from Baseline
97,39-36-19.89761N,66-10-09.76465W,200 NM from Baseline
98,39-35-37.07677N,66-10-42.91654W,200 NM from Baseline
99,39-34-54.34891N,66-11-16.28386W,200 NM from Baseline
100,39-34-11.71435N,66-11-49.86543W,200 NM from Baseline
101,39-33-29.17372N,66-12-23.66068W,200 NM from Baseline
102,39-32-46.72764N,66-12-57.66910W,200 NM from Baseline
103,39-32-04.37782N,66-13-31.89238W,200 NM from Baseline
104,39-31-22.14938N,66-14-06.37962W,200 NM from Baseline
105,39-30-40.01774N,66-14-41.07802W,200 NM from Baseline
106,39-29-57.98380N,66-15-15.98758W,200 NM from Baseline
107,39-29-16.04816N,66-15-51.10772W,200 NM from Baseline
108,39-28-34.21142N,66-16-26.43783W,200 NM from Baseline
109,39-27-52.47608N,66-17-01.98103W,200 NM from Baseline
110,39-27-10.86647N,66-17-37.78228W,200 NM from Baseline
111,39-26-29.35819N,66-18-13.79182W,200 NM from Baseline
112,39-25-47.95185N,66-18-50.00912W,200 NM from Baseline
113,39-25-06.64818N,66-19-26.43379W,200 NM from Baseline
114,39-24-25.44788N,66-20-03.06547W,200 NM from Baseline
115,39-23-44.35283N,66-20-39.90588W,200 NM from Baseline
116,39-23-03.38887N,66-21-17.00042W,200 NM from Baseline
117,39-22-22.53082N,66-21-54.30047W,200 NM from Baseline
118,39-21-41.77890N,66-22-31.80469W,200 NM from Baseline
119,39-21-01.13377N,66-23-09.51264W,200 NM from Baseline
120,39-20-20.59632N,66-23-47.42423W,200 NM from Baseline
121,39-19-40.16733N,66-24-25.53918W,200 NM from Baseline
122,39-18-59.87577N,66-25-03.90599W,200 NM from Baseline
123,39-18-19.69397N,66-25-42.47413W,200 NM from Baseline
124,39-17-39.62277N,66-26-21.24338W,200 NM from Baseline
125,39-16-59.66272N,66-27-00.21307W,200 NM from Baseline
126,39-16-19.81442N,66-27-39.38259W,200 NM from Baseline
127,39-15-40.07874N,66-28-18.75181W,200 NM from Baseline
128,39-15-00.48342N,66-28-58.36476W,200 NM from Baseline
129,39-14-21.00408N,66-29-38.17882W,200 NM from Baseline
130,39-13-41.63951N,66-30-18.19035W,200 NM from Baseline
131,39-13-02.39035N,66-30-58.39882W,200 NM from Baseline
132,39-12-23.25714N,66-31-38.80355W,200 NM from Baseline
133,39-11-44.24051N,66-32-19.40395W,200 NM from Baseline
134,39-11-05.36627N,66-33-00.23887W,200 NM from Baseline
135,39-10-26.61524N,66-33-41.27589W,200 NM from Baseline
136,39-09-47.98299N,66-34-22.50647W,200 NM from Baseline
137,39-09-09.47020N,66-35-03.93014W,200 NM from Baseline
138,39-08-31.07747N,66-35-45.54626W,200 NM from Baseline
139,39-07-52.80533N,66-36-27.35415W,200 NM from Baseline
140,39-07-14.67629N,66-37-09.38580W,200 NM from Baseline
141,39-06-36.67890N,66-37-51.62188W,200 NM from Baseline
142,39-05-58.80422N,66-38-34.04745W,200 NM from Baseline
143,39-05-21.05291N,66-39-16.66203W,200 NM from Baseline
144,39-04-43.42574N,66-39-59.46523W,200 NM from Baseline
145,39-04-05.92346N,66-40-42.45665W,200 NM from Baseline
146,39-03-28.56348N,66-41-25.65950W,200 NM from Baseline
147,39-02-51.34437N,66-42-09.06959W,200 NM from Baseline
148,39-02-14.25192N,66-42-52.66514W,200 NM from Baseline
149,39-01-37.28694N,66-43-36.44586W,200 NM from Baseline
150,39-01-00.45014N,66-44-20.41126W,200 NM from Baseline
151,39-00-23.74207N,66-45-04.56068W,200 NM from Baseline
152,38-59-47.17476N,66-45-48.90890W,200 NM from Baseline
153,38-59-10.75803N,66-46-33.46714W,200 NM from Baseline
154,38-58-34.47237N,66-47-18.20742W,200 NM from Baseline
155,38-57-58.31823N,66-48-03.12891W,200 NM from Baseline
156,38-57-22.29597N,66-48-48.23068W,200 NM from Baseline
157,38-56-46.40611N,66-49-33.51201W,200 NM from Baseline
158,38-56-10.65388N,66-50-18.97823W,200 NM from Baseline
159,38-55-35.06415N,66-51-04.65939W,200 NM from Baseline
160,38-54-59.60899N,66-51-50.51789W,200 NM from Baseline
161,38-54-24.28916N,66-52-36.55333W,200 NM from Baseline
162,38-53-49.10507N,66-53-22.76484W,200 NM from Baseline
163,38-53-14.05719N,66-54-09.15163W,200 NM from Baseline
164,38-52-39.14642N,66-54-55.71348W,200 NM from Baseline
165,38-52-04.40322N,66-55-42.48585W,200 NM from Baseline
166,38-51-29.80198N,66-56-29.43566W,200 NM from Baseline
167,38-50-55.33983N,66-57-16.55807W,200 NM from Baseline
168,38-50-21.01728N,66-58-03.85231W,200 NM from Baseline
169,38-49-46.83480N,66-58-51.31760W,200 NM from Baseline
170,38-49-12.79303N,66-59-38.95338W,200 NM from Baseline
171,38-48-38.91330N,67-00-26.78289W,200 NM from Baseline
172,38-48-05.18910N,67-01-14.79667W,200 NM from Baseline
173,38-47-31.60751N,67-02-02.97839W,200 NM from Baseline
174,38-46-58.16913N,67-02-51.32740W,200 NM from Baseline
175,38-46-24.87453N,67-03-39.84303W,200 NM from Baseline
176,38-45-51.72421N,67-04-28.52457W,200 NM from Baseline
177,38-45-18.72961N,67-05-17.38324W,200 NM from Baseline
178,38-44-45.90474N,67-06-06.43260W,200 NM from Baseline
179,38-44-13.22585N,67-06-55.64510W,200 NM from Baseline
180,38-43-40.69381N,67-07-45.02036W,200 NM from Baseline
181,38-43-08.29270N,67-08-34.54024W,200 NM from Baseline
182,38-42-36.06725N,67-09-24.25091W,200 NM from Baseline
183,38-42-03.97833N,67-10-14.10959W,200 NM from Baseline
184,38-41-32.07023N,67-11-04.16106W,200 NM from Baseline
185,38-41-00.31219N,67-11-54.37163W,200 NM from Baseline
186,38-40-28.70438N,67-12-44.74022W,200 NM from Baseline
187,38-39-57.24732N,67-13-35.26608W,200 NM from Baseline
188,38-39-25.94163N,67-14-25.94861W,200 NM from Baseline
189,38-38-54.78789N,67-15-16.78713W,200 NM from Baseline
190,38-38-23.81273N,67-16-07.80656W,200 NM from Baseline
191,38-37-53.00033N,67-16-58.98951W,200 NM from Baseline
192,38-37-22.34142N,67-17-50.32555W,200 NM from Baseline
193,38-36-51.83695N,67-18-41.81436W,200 NM from Baseline
194,38-36-21.48726N,67-19-33.45505W,200 NM from Baseline
195,38-35-51.29223N,67-20-25.24626W,200 NM from Baseline
196,38-35-21.26650N,67-21-17.20049W,200 NM from Baseline
197,38-34-51.42055N,67-22-09.32580W,200 NM from Baseline
198,38-34-21.71279N,67-23-01.58217W,200 NM from Baseline
199,38-33-52.17946N,67-23-54.00186W,200 NM from Baseline
200,38-33-22.77054N,67-24-46.53804W,200 NM from Baseline
201,38-32-53.51670N,67-25-39.21759W,200 NM from Baseline
202,38-32-24.44629N,67-26-32.06445W,200 NM from Baseline
203,38-31-55.53526N,67-27-25.05564W,200 NM from Baseline
204,38-31-26.78423N,67-28-18.19054W,200 NM from Baseline
205,38-30-58.19383N,67-29-11.46848W,200 NM from Baseline
206,38-30-29.76448N,67-30-04.88867W,200 NM from Baseline
207,38-30-01.49625N,67-30-58.44998W,200 NM from Baseline
208,38-29-33.42422N,67-31-52.18075W,200 NM from Baseline
209,38-29-05.51809N,67-32-46.05371W,200 NM from Baseline
210,38-28-37.77503N,67-33-40.06523W,200 NM from Baseline
211,38-28-10.19551N,67-34-34.21457W,200 NM from Baseline
212,38-27-42.76416N,67-35-28.48809W,200 NM from Baseline
213,38-27-15.50826N,67-36-22.90681W,200 NM from Baseline
214,38-26-48.44004N,67-37-17.47917W,200 NM from Baseline
215,38-26-21.53841N,67-38-12.18668W,200 NM from Baseline
216,38-25-54.80275N,67-39-07.02770W,200 NM from Baseline
217,38-25-28.23370N,67-40-02.00157W,200 NM from Baseline
218,38-25-01.83168N,67-40-57.10748W,200 NM from Baseline
219,38-24-35.59688N,67-41-52.34444W,200 NM from Baseline
220,38-24-09.54896N,67-42-47.72616W,200 NM from Baseline
221,38-23-43.68895N,67-43-43.25181W,200 NM from Baseline
222,38-23-17.99757N,67-44-38.90553W,200 NM from Baseline
223,38-22-52.47570N,67-45-34.68685W,200 NM from Baseline
224,38-22-27.12376N,67-46-30.59495W,200 NM from Baseline
225,38-22-01.94196N,67-47-26.62886W,200 NM from Baseline
226,38-21-36.93104N,67-48-22.78799W,200 NM from Baseline
227,38-21-12.13010N,67-49-19.09883W,200 NM from Baseline
228,38-20-47.50058N,67-50-15.53244W,200 NM from Baseline
229,38-20-23.04316N,67-51-12.08815W,200 NM from Baseline
230,38-19-58.75842N,67-52-08.76528W,200 NM from Baseline
231,38-19-34.64677N,67-53-05.56298W,200 NM from Baseline
232,38-19-10.70845N,67-54-02.48033W,200 NM from Baseline
233,38-18-46.96263N,67-54-59.52901W,200 NM from Baseline
234,38-18-23.41174N,67-55-56.70906W,200 NM from Baseline
235,38-18-00.03546N,67-56-54.00572W,200 NM from Baseline
236,38-17-36.83435N,67-57-51.41823W,200 NM from Baseline
237,38-17-13.80902N,67-58-48.94591W,200 NM from Baseline
238,38-16-50.95210N,67-59-46.58301W,200 NM from Baseline
239,38-16-28.27154N,68-00-44.33346W,200 NM from Baseline
240,38-16-05.75573N,68-01-42.18869W,200 NM from Baseline
241,38-15-43.40501N,68-02-40.14796W,200 NM from Baseline
242,38-15-21.23191N,68-03-38.21806W,200 NM from Baseline
243,38-14-59.23669N,68-04-36.39809W,200 NM from Baseline
244,38-14-37.42803N,68-05-34.69217W,200 NM from Baseline
245,38-14-15.82951N,68-06-33.11295W,200 NM from Baseline
246,38-13-54.41030N,68-07-31.64071W,200 NM from Baseline
247,38-13-33.17063N,68-08-30.27451W,200 NM from Baseline
248,38-13-12.11093N,68-09-29.01352W,200 NM from Baseline
249,38-12-51.20219N,68-10-27.84026W,200 NM from Baseline
250,38-12-30.45303N,68-11-26.75862W,200 NM from Baseline
251,38-12-09.86568N,68-12-25.76887W,200 NM from Baseline
252,38-11-49.45973N,68-13-24.88113W,200 NM from Baseline
253,38-11-29.23570N,68-14-24.09462W,200 NM from Baseline
254,38-11-09.19356N,68-15-23.40827W,200 NM from Baseline
255,38-10-49.36577N,68-16-22.83832W,200 NM from Baseline
256,38-10-29.72913N,68-17-22.37082W,200 NM from Baseline
257,38-10-10.27573N,68-18-22.00050W,200 NM from Baseline
258,38-09-50.98113N,68-19-21.71369W,200 NM from Baseline
259,38-09-31.90828N,68-20-21.54178W,200 NM from Baseline
260,38-09-12.99480N,68-21-21.45175W,200 NM from Baseline
261,38-08-54.28573N,68-22-21.46531W,200 NM from Baseline
262,38-08-35.78191N,68-23-21.58142W,200 NM from Baseline
263,38-08-17.46359N,68-24-21.78910W,200 NM from Baseline
264,38-07-59.33091N,68-25-22.08738W,200 NM from Baseline
265,38-07-41.38428N,68-26-22.47541W,200 NM from Baseline
266,38-07-23.62415N,68-27-22.95239W,200 NM from Baseline
267,38-07-06.05040N,68-28-23.51722W,200 NM from Baseline
268,38-06-48.69902N,68-29-24.18524W,200 NM from Baseline
269,38-06-31.54040N,68-30-24.94145W,200 NM from Baseline
270,38-06-14.56925N,68-31-25.78238W,200 NM from Baseline
271,38-05-57.78597N,68-32-26.70717W,200 NM from Baseline
272,38-05-41.19097N,68-33-27.71501W,200 NM from Baseline
273,38-05-24.78452N,68-34-28.80496W,200 NM from Baseline
274,38-05-08.57665N,68-35-29.98026W,200 NM from Baseline
275,38-04-52.58939N,68-36-31.24879W,200 NM from Baseline
276,38-04-36.79129N,68-37-32.59611W,200 NM from Baseline
277,38-04-21.18316N,68-38-34.02153W,200 NM from Baseline
278,38-04-05.76501N,68-39-35.52406W,200 NM from Baseline
279,38-03-50.53693N,68-40-37.10271W,200 NM from Baseline
280,38-03-35.49977N,68-41-38.75680W,200 NM from Baseline
281,38-03-20.67737N,68-42-40.49442W,200 NM from Baseline
282,38-03-06.06345N,68-43-42.31172W,200 NM from Baseline
283,38-02-51.64079N,68-44-44.20105W,200 NM from Baseline
284,38-02-37.40995N,68-45-46.16158W,200 NM from Baseline
285,38-02-23.37106N,68-46-48.19240W,200 NM from Baseline
286,38-02-09.52416N,68-47-50.29248W,200 NM from Baseline
287,38-01-55.86990N,68-48-52.46109W,200 NM from Baseline
288,38-01-42.44653N,68-49-54.71027W,200 NM from Baseline
289,38-01-29.21959N,68-50-57.02674W,200 NM from Baseline
290,38-01-16.18593N,68-51-59.40842W,200 NM from Baseline
291,38-01-03.34557N,68-53-01.85432W,200 NM from Baseline
292,38-00-50.69875N,68-54-04.36352W,200 NM from Baseline
293,38-00-38.24590N,68-55-06.93517W,200 NM from Baseline
294,38-00-25.99759N,68-56-09.57156W,200 NM from Baseline
295,38-00-13.97507N,68-57-12.27792W,200 NM from Baseline
296,38-00-01.98692N,68-58-14.99498W,200 NM from Baseline
297,37-59-50.13537N,68-59-17.75352W,200 NM from Baseline
298,37-59-38.47318N,69-00-20.56880W,200 NM from Baseline
299,37-59-27.00619N,69-01-23.44161W,200 NM from Baseline
300,37-59-15.73435N,69-02-26.37095W,200 NM from Baseline
301,37-59-04.66856N,69-03-29.35888W,200 NM from Baseline
302,37-58-53.82953N,69-04-32.40981W,200 NM from Baseline
303,37-58-43.18684N,69-05-35.51413W,200 NM from Baseline
304,37-58-32.74009N,69-06-38.67075W,200 NM from Baseline
305,37-58-22.48950N,69-07-41.87874W,200 NM from Baseline
306,37-58-12.43559N,69-08-45.13727W,200 NM from Baseline
307,37-58-02.57863N,69-09-48.44542W,200 NM from Baseline
308,37-57-52.94051N,69-10-51.80746W,200 NM from Baseline
309,37-57-43.51931N,69-11-55.22155W,200 NM from Baseline
310,37-57-34.29528N,69-12-58.68186W,200 NM from Baseline
311,37-57-25.26850N,69-14-02.18743W,200 NM from Baseline
312,37-57-16.43920N,69-15-05.73735W,200 NM from Baseline
313,37-57-07.80761N,69-16-09.33070W,200 NM from Baseline
314,37-56-59.37382N,69-17-12.96652W,200 NM from Baseline
315,37-56-51.17323N,69-18-16.65100W,200 NM from Baseline
316,37-56-43.17802N,69-19-20.37708W,200 NM from Baseline
317,37-56-35.38111N,69-20-24.14230W,200 NM from Baseline
318,37-56-27.75410N,69-21-27.94038W,200 NM from Baseline
319,37-56-20.35009N,69-22-31.78038W,200 NM from Baseline
320,37-56-13.11693N,69-23-35.65172W,200 NM from Baseline
321,37-56-06.11975N,69-24-39.56500W,200 NM from Baseline
322,37-55-59.32700N,69-25-43.51337W,200 NM from Baseline
323,37-55-52.73344N,69-26-47.49492W,200 NM from Baseline
324,37-55-46.33901N,69-27-51.50869W,200 NM from Baseline
325,37-55-40.14392N,69-28-55.55374W,200 NM from Baseline
326,37-55-34.14855N,69-29-59.62917W,200 NM from Baseline
327,37-55-28.35880N,69-31-03.73484W,200 NM from Baseline
328,37-55-22.80462N,69-32-07.87372W,200 NM from Baseline
329,37-55-17.45069N,69-33-12.03964W,200 NM from Baseline
330,37-55-12.29653N,69-34-16.23159W,200 NM from Baseline
331,37-55-07.34238N,69-35-20.44862W,200 NM from Baseline
332,37-55-02.58846N,69-36-24.68982W,200 NM from Baseline
333,37-54-58.03460N,69-37-28.95419W,200 NM from Baseline
334,37-54-53.69889N,69-38-33.24268W,200 NM from Baseline
335,37-54-49.58836N,69-39-37.55469W,200 NM from Baseline
336,37-54-45.67829N,69-40-41.88653W,200 NM from Baseline
337,37-54-41.96846N,69-41-46.23722W,200 NM from Baseline
338,37-54-38.43178N,69-42-50.60352W,200 NM from Baseline
339,37-54-35.11866N,69-43-54.98882W,200 NM from Baseline
340,37-54-31.99736N,69-44-59.38944W,200 NM from Baseline
341,37-54-29.10710N,69-46-03.80722W,200 NM from Baseline
342,37-54-26.41750N,69-47-08.23874W,200 NM from Baseline
343,37-54-23.92879N,69-48-12.68307W,200 NM from Baseline
344,37-54-21.64130N,69-49-17.13928W,200 NM from Baseline
345,37-54-19.55488N,69-50-21.60640W,200 NM from Baseline
346,37-54-17.66883N,69-51-26.08344W,200 NM from Baseline
347,37-54-16.00784N,69-52-30.57039W,200 NM from Baseline
348,37-54-14.56679N,69-53-35.06570W,200 NM from Baseline
349,37-54-13.32683N,69-54-39.56759W,200 NM from Baseline
350,37-54-12.26963N,69-55-44.07467W,200 NM from Baseline
351,37-54-11.40381N,69-56-48.58633W,200 NM from Baseline
352,37-54-10.71738N,69-57-53.10152W,200 NM from Baseline
353,37-54-10.27059N,69-58-57.62006W,200 NM from Baseline
354,37-54-10.02527N,70-00-02.14022W,200 NM from Baseline
355,37-54-09.98114N,70-01-06.66104W,200 NM from Baseline
356,37-54-10.13811N,70-02-11.18157W,200 NM from Baseline
357,37-54-10.49631N,70-03-15.70085W,200 NM from Baseline
358,37-54-11.05589N,70-04-20.21792W,200 NM from Baseline
359,37-54-11.83070N,70-05-24.73152W,200 NM from Baseline
360,37-54-12.83494N,70-06-29.24004W,200 NM from Baseline
361,37-54-14.04027N,70-07-33.74299W,200 NM from Baseline
362,37-54-15.44669N,70-08-38.23941W,200 NM from Baseline
363,37-54-17.05417N,70-09-42.72834W,200 NM from Baseline
364,37-54-18.84105N,70-10-47.20987W,200 NM from Baseline
365,37-54-19.92374N,70-11-51.71589W,200 NM from Baseline
366,37-54-21.16032N,70-12-56.21796W,200 NM from Baseline
367,37-54-22.59655N,70-14-00.71336W,200 NM from Baseline
368,37-54-24.23384N,70-15-05.20109W,200 NM from Baseline
369,37-54-26.07217N,70-16-09.68020W,200 NM from Baseline
370,37-54-28.11153N,70-17-14.14974W,200 NM from Baseline
371,37-54-30.35191N,70-18-18.60875W,200 NM from Baseline
372,37-54-32.83160N,70-19-23.05381W,200 NM from Baseline
373,37-54-35.51641N,70-20-27.48568W,200 NM from Baseline
374,37-54-38.37069N,70-21-31.90592W,200 NM from Baseline
375,37-54-41.39802N,70-22-36.31364W,200 NM from Baseline
376,37-54-38.27654N,70-23-39.16375W,200 NM from Baseline
377,37-54-16.31718N,70-24-37.42869W,200 NM from Baseline
378,37-53-54.54357N,70-25-35.80559W,200 NM from Baseline
379,37-53-32.75605N,70-26-34.17526W,200 NM from Baseline
380,37-53-10.95696N,70-27-32.53914W,200 NM from Baseline
381,37-52-49.32703N,70-28-31.00415W,200 NM from Baseline
382,37-52-27.87856N,70-29-29.57659W,200 NM from Baseline
383,37-52-06.61228N,70-30-28.25577W,200 NM from Baseline
384,37-51-45.56536N,70-31-27.06166W,200 NM from Baseline
385,37-51-24.54517N,70-32-25.88364W,200 NM from Baseline
386,37-51-03.48423N,70-33-24.68312W,200 NM from Baseline
387,37-50-42.20133N,70-34-23.35665W,200 NM from Baseline
388,37-50-17.81814N,70-35-18.55515W,200 NM from Baseline
389,37-49-34.61327N,70-35-53.13184W,200 NM from Baseline
390,37-48-51.50101N,70-36-27.90553W,200 NM from Baseline
391,37-48-08.49319N,70-37-02.89786W,200 NM from Baseline
392,37-47-25.59057N,70-37-38.10837W,200 NM from Baseline
393,37-46-42.79404N,70-38-13.53682W,200 NM from Baseline
394,37-46-00.12015N,70-38-49.21256W,200 NM from Baseline
395,37-45-16.51539N,70-39-23.05507W,200 NM from Baseline
396,37-44-32.79675N,70-39-56.69256W,200 NM from Baseline
397,37-43-49.17911N,70-40-30.55221W,200 NM from Baseline
398,37-43-05.66312N,70-41-04.63333W,200 NM from Baseline
399,37-42-22.27182N,70-41-38.97980W,200 NM from Baseline
400,37-41-38.98463N,70-42-13.54763W,200 NM from Baseline
401,37-40-55.80180N,70-42-48.33538W,200 NM from Baseline
402,37-40-12.72388N,70-43-23.34212W,200 NM from Baseline
403,37-39-29.75163N,70-43-58.56734W,200 NM from Baseline
404,37-38-46.88599N,70-44-34.01093W,200 NM from Baseline
405,37-38-04.13008N,70-45-09.67684W,200 NM from Baseline
406,37-37-21.50347N,70-45-45.59951W,200 NM from Baseline
407,37-36-38.98574N,70-46-21.73809W,200 NM from Baseline
408,37-35-56.57765N,70-46-58.09212W,200 NM from Baseline
409,37-35-14.28011N,70-47-34.66134W,200 NM from Baseline
410,37-34-32.09385N,70-48-11.44522W,200 NM from Baseline
411,37-33-50.01398N,70-48-48.43316W,200 NM from Baseline
412,37-33-08.05548N,70-49-25.64994W,200 NM from Baseline
413,37-32-26.21255N,70-50-03.08298W,200 NM from Baseline
414,37-31-44.48003N,70-50-40.72123W,200 NM from Baseline
415,37-31-02.86245N,70-51-18.57092W,200 NM from Baseline
416,37-30-21.36048N,70-51-56.63136W,200 NM from Baseline
417,37-29-39.97511N,70-52-34.90247W,200 NM from Baseline
418,37-28-58.71227N,70-53-13.39238W,200 NM from Baseline
419,37-28-17.58720N,70-53-52.12439W,200 NM from Baseline
420,37-27-36.58084N,70-54-31.06437W,200 NM from Baseline
421,37-26-55.69427N,70-55-10.21232W,200 NM from Baseline
422,37-26-14.92802N,70-55-49.56735W,200 NM from Baseline
423,37-25-34.28274N,70-56-29.12876W,200 NM from Baseline
424,37-24-53.75942N,70-57-08.89641W,200 NM from Baseline
425,37-24-13.36462N,70-57-48.87893W,200 NM from Baseline
426,37-23-33.11282N,70-58-29.09693W,200 NM from Baseline
427,37-22-52.98523N,70-59-09.51874W,200 NM from Baseline
428,37-22-12.98259N,70-59-50.14377W,200 NM from Baseline
429,37-21-33.10551N,71-00-30.97126W,200 NM from Baseline
430,37-20-53.35473N,71-01-12.00065W,200 NM from Baseline
431,37-20-13.73113N,71-01-53.23158W,200 NM from Baseline
432,37-19-34.24048N,71-02-34.67098W,200 NM from Baseline
433,37-18-54.89952N,71-03-16.34160W,200 NM from Baseline
434,37-18-15.68787N,71-03-58.21114W,200 NM from Baseline
435,37-17-36.60634N,71-04-40.27914W,200 NM from Baseline
436,37-16-55.73499N,71-05-18.43974W,200 NM from Baseline
437,37-16-07.14367N,71-05-40.01884W,200 NM from Baseline
438,37-15-18.60891N,71-06-01.82709W,200 NM from Baseline
