ATLASNUM,DATECH,DATE_,OBSERVER,OBSMODE,COUNTY,CONUM,LONGDM,LATDM,TOWNSHIP,RANGE,SECTION,GAZPAGE,ERA,NEW90,STATUS90,STATUS80,STATUS70,SUBSTRAT,CANOPY,LOCATION,ISLAND,SIZE_,SIZECONF,SPECCONF,BRPE,DCCO,ANHI,GBHE,GWHE,GREG,SNEG,LBHE,TCHE,REEG,CAEG,GRHE,BCNH,YCNH,WHIB,GLIB,ROSP,WOST,SMWT,LGWT,SMDK,LGDK,LONGDEC,LATDEC,LONGALB,LATALB,lon,lat
592146,06/07/1999,1999-06-07T04:00:00.000Z,RF,Aerial,Jackson,32,84 58.50,30 47.50,05N,07W,31,32,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.975,30.791667,306752.53,754108.88,-84.97499996314642,30.79166695284317
593001,06/16/1999,1999-06-16T04:00:00.000Z,LW,Aerial,Hamilton,24,83 09.00,30 33.00,02N,12E,30,37,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.15,30.55,481477.71,727205.84,-83.14999996611601,30.549999961560403
593003,06/14/1999,1999-06-14T04:00:00.000Z,JS,Aerial,Columbia,12,82 41.00,30 20.00,02S,16E,11,54,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.683333,30.333333,526465.93,703555.05,-82.68333302384899,30.33333303524315
593004,06/01/1999,1999-06-01T04:00:00.000Z,RF,Aerial,Jefferson,33,83 45.00,30 33.00,02N,06E,29,36,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.75,30.55,423964.21,726949.32,-83.74999994679483,30.549999960943623
593005,06/01/1999,1999-06-01T04:00:00.000Z,RF,Aerial,Jefferson,33,83 58.00,30 32.00,02N,04E,31,35,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.966667,30.533333,403195.7,725075.93,-83.96666697242767,30.533333006072112
593006,06/03/1999,1999-06-03T04:00:00.000Z,LW,Aerial,Lafayette,34,83 16.00,30 03.00,05S,10E,13,53,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.266667,30.05,470624.61,671641.34,-83.26666705004422,30.049999962612166
593007,06/25/1999,1999-06-25T04:00:00.000Z,LW,Aerial,Madison,40,83 19.00,30 35.50,02N,10E,10,37,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.316667,30.591667,465476.22,731730.13,-83.31666696484102,30.59166697604631
593008,06/15/1999,1999-06-15T04:00:00.000Z,JS,Aerial,Madison,40,83 29.00,30 29.00,01N,08E,13,52,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.483333,30.483333,449556.94,719630.69,-83.48333301938027,30.48333296818854
593009,06/16/1999,1999-06-16T04:00:00.000Z,LW,Aerial,Madison,40,83 35.00,30 33.00,02N,07E,25,36,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.583333,30.55,439940.32,726992.51,-83.58333304965916,30.55000000470917
593010,06/14/1999,1999-06-14T04:00:00.000Z,JS,Aerial,Taylor,62,83 47.00,30 07.00,04S,05E,24,51,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.783333,30.116667,420853.51,678849.84,-83.78333305964337,30.116667027888337
593011,06/03/1999,1999-06-03T04:00:00.000Z,LW,Aerial,Taylor,62,83 33.00,30 04.00,05S,08E,08,52,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.55,30.066667,443331.26,673360.5,-83.54999999607513,30.066666946175104
593012,06/14/1999,1999-06-14T04:00:00.000Z,JS,Aerial,Suwannee,61,82 56.00,30 11.00,03S,14E,32,54,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.933333,30.183333,502598.1,686675.03,-82.93333296920235,30.18333297930832
593101,06/14/1999,1999-06-14T04:00:00.000Z,JS,Aerial,Columbia,12,82 39.90,30 15.00,03S,16E,12,54,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.665,30.25,528326.88,694325.53,-82.6649999691905,30.249999977369217
593103,06/14/1999,1999-06-14T04:00:00.000Z,JS,Aerial,Baker,02,82 18.00,30 15.00,03S,20E,10,55,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.3,30.25,563410.52,694757.29,-82.2999999972525,30.250000000013717
593104,06/14/1999,1999-06-14T04:00:00.000Z,JS,Aerial,Columbia,12,82 46.20,30 16.40,02S,15E,36,54,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.77,30.273333,518208.27,696810.17,-82.77000000929903,30.27333298677096
593105,06/14/1999,1999-06-14T04:00:00.000Z,JS,Aerial,Baker,02,82 16.00,30 18.00,02S,20E,24,55,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.266667,30.3,566536.4,700350.82,-82.26666703897556,30.29999998927026
593106,06/14/1999,1999-06-14T04:00:00.000Z,JS,Aerial,Baker,02,82 20.50,30 18.50,02S,20E,19,55,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.341667,30.308333,559318.51,701176.5,-82.34166696505724,30.308333002170087
593107,06/14/1999,1999-06-14T04:00:00.000Z,JS,Aerial,Baker,02,82 24.20,30 12.70,03S,19E,22,55,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.403333,30.211667,553533.42,690370.2,-82.40333294593789,30.211666981434668
593108,06/15/1999,1999-06-15T04:00:00.000Z,JS,Aerial,Suwannee,61,82 59.10,30 22.10,01S,13E,26,54,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.985,30.368333,497459.58,707165.42,-82.9850000113967,30.368332968266124
593109,06/01/1999,1999-06-01T04:00:00.000Z,RF,Aerial,Jefferson,33,83 45.50,30 39.60,03N,06E,156,35,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.758333,30.66,423141.51,739153.84,-83.75833299979702,30.660000032835207
593110,06/15/1999,1999-06-15T04:00:00.000Z,JS,Aerial,Suwannee,61,82 52.50,30 21.00,02S,14E,01,54,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.875,30.35,508039.99,705222.49,-82.87499995927388,30.34999996818617
593111,06/15/1999,1999-06-15T04:00:00.000Z,JS,Aerial,Hamilton,24,82 45.30,30 21.00,02S,16E,06,54,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.755,30.35,519563.88,705333.24,-82.75499999349934,30.3500000272538
593112,06/15/1999,1999-06-15T04:00:00.000Z,JS,Aerial,Columbia,12,82 32.50,30 23.10,01S,18E,20,55,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.541667,30.385,540004.54,709441.93,-82.54166704729056,30.384999956507105
593113,06/15/1999,1999-06-15T04:00:00.000Z,JS,Aerial,Hamilton,24,82 45.20,30 26.00,01S,16E,06,54,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.753333,30.433333,519630.47,714582.78,-82.75333297320378,30.433333020148623
593114,06/15/1999,1999-06-15T04:00:00.000Z,JS,Aerial,Columbia,12,82 34.00,30 26.00,01S,17E,01,55,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.566667,30.433333,537542.23,714777.42,-82.56666699061459,30.433332962175154
593115,06/15/1999,1999-06-15T04:00:00.000Z,JS,Aerial,Baker,02,82 19.10,30 26.50,01S,20E,04,55,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.318333,30.441667,561358.31,716003.21,-82.31833296933625,30.441667019631755
593116,06/16/1999,1999-06-16T04:00:00.000Z,LW,Aerial,Hamilton,24,82 49.00,30 29.00,01N,15E,16,54,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.816667,30.483333,513499.87,720071.45,-82.8166669693313,30.483332950932482
593117,06/16/1999,1999-06-16T04:00:00.000Z,LW,Aerial,Hamilton,24,82 49.00,30 31.00,01N,15E,04,38,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.816667,30.516667,513464.37,723770.46,-82.81666700082032,30.51666697586467
593118,06/16/1999,1999-06-16T04:00:00.000Z,LW,Aerial,Hamilton,24,82 49.00,30 32.00,02N,15E,33,38,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.816667,30.533333,513446.62,725619.82,-82.81666703102375,30.533332977262535
593119,06/16/1999,1999-06-16T04:00:00.000Z,LW,Aerial,Columbia,12,82 42.00,30 33.00,02N,16E,27,38,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.7,30.55,524611.64,727581.87,-82.70000002910837,30.54999995682151
593120,06/16/1999,1999-06-16T04:00:00.000Z,LW,Aerial,Baker,02,82 21.50,30 32.00,02N,19E,36,39,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.358333,30.533333,557385.06,726123.13,-82.35833300028146,30.5333329536994
593121,06/01/1999,1999-06-01T04:00:00.000Z,RF,Aerial,Jefferson,33,83 53.00,30 38.00,03N,04E,25,35,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.883333,30.633333,411174.59,736177.44,-83.88333295428096,30.633333006904223
593122,06/25/1999,1999-06-25T04:00:00.000Z,LW,Aerial,Madison,40,83 27.50,30 35.20,02N,09E,07,36,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.458333,30.586667,451904.47,731107.88,-83.45833302165579,30.586666961632968
593123,06/16/1999,1999-06-16T04:00:00.000Z,LW,Aerial,Baker,02,82 23.00,30 34.00,02N,19E,23,39,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.383333,30.566667,554939.98,729790.2,-82.38333296861444,30.566667003960198
593124,06/01/1999,1999-06-01T04:00:00.000Z,RF,Aerial,Jefferson,33,83 58.00,30 34.00,02N,04E,18,35,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.966667,30.566667,403194.7,728774.98,-83.96666696759334,30.566667033658057
593125,06/16/1999,1999-06-16T04:00:00.000Z,LW,Aerial,Madison,40,83 32.00,30 30.80,01N,08E,04,36,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.533333,30.513333,444748.54,722940.74,-83.53333295831513,30.51333296757459
593126,06/01/1999,1999-06-01T04:00:00.000Z,RF,Aerial,Jefferson,33,83 47.00,30 29.00,01N,05E,13,51,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.783333,30.483333,420782.01,719545.13,-83.78333302772319,30.48333297917974
593127,06/15/1999,1999-06-15T04:00:00.000Z,JS,Aerial,Hamilton,24,82 43.80,30 27.80,01N,16E,29,54,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.73,30.463333,521835.14,717934.76,-82.73000001926837,30.463333005856754
593129,06/15/1999,1999-06-15T04:00:00.000Z,JS,Aerial,Madison,40,83 41.00,30 20.00,02S,06E,01,52,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.683333,30.333333,430416.43,702918.94,-83.68333295853097,30.33333303131459
593130,06/14/1999,1999-06-14T04:00:00.000Z,JS,Aerial,Baker,02,82 20.30,30 20.00,02S,20E,08,55,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.338333,30.333333,559601.4,703955.21,-82.33833302045682,30.333332940594612
594001,04/14/1999,1999-04-14T04:00:00.000Z,JS,Aerial,Duval,16,81 30.00,30 32.00,01N,28E,04,41,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.5,30.533333,639663.29,727504.97,-81.50000002851448,30.533332984098863
594002,06/07/1999,1999-06-07T04:00:00.000Z,LW,Aerial,St. Johns,55,81 23.00,30 05.00,05S,29E,62,58,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.383333,30.083333,651905.68,677804.16,-81.38333296679365,30.083332967309193
594003,06/11/1999,1999-06-11T04:00:00.000Z,LW,Aerial,Duval,16,81 28.00,30 26.00,01S,28E,85,58,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.466667,30.433333,643086.29,716475.09,-81.46666700387985,30.433332966615403
594005,06/11/1999,1999-06-11T04:00:00.000Z,LW,Aerial,Duval,16,81 29.00,30 23.00,01S,28E,71,58,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.483333,30.383333,641600.56,710894.5,-81.48333304018493,30.383332964621854
594011,06/07/1999,1999-06-07T04:00:00.000Z,LW,Aerial,St. Johns,55,81 22.00,30 07.00,04S,29E,54,58,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.366667,30.116667,653430.86,681537.58,-81.36666695021242,30.11666700498137
594101,06/25/1999,1999-06-25T04:00:00.000Z,JS,Aerial,Nassau,45,81 31.60,30 41.30,03N,28E,40,41,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.526667,30.688333,636762.25,744649.43,-81.52666697237235,30.68833298202645
594102,06/11/1999,1999-06-11T04:00:00.000Z,LW,Aerial,Duval,16,81 24.80,30 25.50,01S,29E,92,58,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.413333,30.425,648222.62,715656.76,-81.41333294101591,30.425000037572374
594103,06/25/1999,1999-06-25T04:00:00.000Z,JS,Aerial,Nassau,45,81 33.00,30 34.00,02N,27E,25,41,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.55,30.566667,634797.18,731107.09,-81.54999995697153,30.566667029538074
594104,06/11/1999,1999-06-11T04:00:00.000Z,LW,Aerial,Duval,16,81 28.30,30 28.60,01N,28E,26,58,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.471667,30.476667,642507.99,721273.29,-81.47166698007803,30.476666975018638
594105,06/11/1999,1999-06-11T04:00:00.000Z,LW,Aerial,Duval,16,81 29.50,30 28.00,01N,28E,34,58,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.491667,30.466667,640612.5,720124.59,-81.49166702031754,30.466666980048934
594106,06/11/1999,1999-06-11T04:00:00.000Z,LW,Aerial,Clay,10,81 45.40,30 10.70,04S,25E,01,57,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.756667,30.178333,615777.41,687639.08,-81.75666697634992,30.178333012703714
604101,06/03/1999,1999-06-03T04:00:00.000Z,KB,Aerial,Franklin,19,85 02.50,29 43.00,09S,08W,09,60,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.041667,29.716667,299368.89,634851.91,-85.04166698888018,29.71666698404736
604102,06/03/1999,1999-06-03T04:00:00.000Z,KB,Aerial,Gulf,23,85 04.00,29 56.00,06S,08W,29,60,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.066667,29.933333,297161.86,658925.21,-85.06666701924473,29.933332991054506
604103,06/03/1999,1999-06-03T04:00:00.000Z,KB,Aerial,Gulf,23,85 21.00,29 54.00,07S,11W,04,59,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.35,29.9,269805.99,655492.74,-85.34999998674904,29.899999977259466
604104,06/03/1999,1999-06-03T04:00:00.000Z,KB,Aerial,Franklin,19,84 40.00,29 53.00,07S,04W,08,61,80,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.666667,29.883333,335695.66,653103.64,-84.66666695282392,29.883332964193116
604106,06/03/1999,1999-06-03T04:00:00.000Z,KB,Aerial,Franklin,19,84 41.90,29 51.00,07S,05W,24,61,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.698333,29.85,332620.34,649420.16,-84.69833301068132,29.850000009846685
604107,06/03/1999,1999-06-03T04:00:00.000Z,KB,Aerial,Gulf,23,85 17.00,29 42.50,09S,10W,07,59,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.283333,29.708333,276013.68,634146.79,-85.28333296981923,29.70833301336797
604109,06/03/1999,1999-06-03T04:00:00.000Z,KB,Aerial,Franklin,19,85 07.50,29 38.00,10S,09W,03,60,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85.125,29.633333,291234.24,625670.92,-85.12500003900298,29.63333298192858
605002,05/26/1999,1999-05-26T04:00:00.000Z,JS,Aerial,Alachua,01,82 21.00,29 37.00,10S,20E,02,65,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.35,29.616667,559545.32,624391.82,-82.35000000472064,29.616667006309843
605003,05/27/1999,1999-05-27T04:00:00.000Z,RF,Aerial,Alachua,01,82 16.00,29 42.00,09S,20E,24,65,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.266667,29.7,567472.57,633753.5,-82.26666701448922,29.700000005144652
605004,06/02/1999,1999-06-02T04:00:00.000Z,LW,Aerial,Alachua,01,82 22.00,29 48.00,08S,19E,13,65,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.366667,29.8,557664.23,644722.7,-82.36666696070837,29.799999997157524
605005,05/27/1999,1999-05-27T04:00:00.000Z,RF,Aerial,Alachua,01,82 13.00,29 40.00,09S,21E,33,66,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.216667,29.666667,572356.7,630122.01,-82.2166669725766,29.666666991884906
605008,05/26/1999,1999-05-26T04:00:00.000Z,JS,Aerial,Alachua,01,82 18.00,29 35.00,10S,20E,27,65,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.3,29.583333,564430.75,620756.84,-82.29999994953711,29.58333298105568
605009,05/26/1999,1999-05-26T04:00:00.000Z,JS,Aerial,Alachua,01,82 20.00,29 34.00,11S,20E,01,65,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.333333,29.566667,561231.85,618862.59,-82.33333302229781,29.566666996386687
605010,05/26/1999,1999-05-26T04:00:00.000Z,JS,Aerial,Alachua,01,82 17.00,29 32.00,11S,20E,09,65,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.283333,29.533333,566120.02,615228.23,-82.28333299521942,29.533332995184352
605011,05/26/1999,1999-05-26T04:00:00.000Z,JS,Aerial,Alachua,01,82 14.00,29 31.00,11S,21E,20,66,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.233333,29.516667,570984.65,613446.31,-82.23333300275534,29.516666966855798
605013,06/03/1999,1999-06-03T04:00:00.000Z,LW,Aerial,Bradford,04,82 09.00,29 54.00,07S,21E,12,66,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.15,29.9,578410.89,656118.39,-82.14999995268815,29.899999999435146
605014,06/02/1999,1999-06-02T04:00:00.000Z,LW,Aerial,Dixie,15,83 13.80,29 41.20,09S,11E,21,63,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.23,29.686667,474407.69,631328.5,-83.23000003702357,29.686667008870323
605015,06/02/1999,1999-06-02T04:00:00.000Z,LW,Aerial,Dixie,15,82 57.00,29 45.00,08S,14E,31,64,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.95,29.75,501404.6,638559.28,-82.94999999492157,29.749999954335866
605016,06/02/1999,1999-06-02T04:00:00.000Z,LW,Aerial,Dixie,15,83 10.00,29 46.00,08S,12E,19,63,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.166667,29.766667,480467.66,640249.83,-83.16666704068209,29.766667012692512
605017,05/26/1999,1999-05-26T04:00:00.000Z,JS,Aerial,Gilchrist,21,82 42.00,29 34.00,10S,16E,34,64,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.7,29.566667,525762.32,618435.91,-82.6999999998165,29.566666984165604
605018,05/26/1999,1999-05-26T04:00:00.000Z,JS,Aerial,Gilchrist,21,82 45.00,29 35.00,10S,16E,30,64,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.75,29.583333,520906.72,620236.21,-82.74999999104503,29.58333296448173
605020,05/25/1999,1999-05-25T04:00:00.000Z,RF,Aerial,Levy,38,82 47.00,29 17.00,14S,15E,11,70,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.783333,29.283333,518011.33,586895.19,-82.7833329646739,29.283332988301236
605021,05/18/1999,1999-05-18T04:00:00.000Z,JS,Aerial,Levy,38,82 35.00,29 02.00,17S,17E,03,71,70,No,Inactive,Active,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.583333,29.033333,537728.57,559343.12,-82.58333297886364,29.033332940737264
605022,05/25/1999,1999-05-25T04:00:00.000Z,RF,Aerial,Marion,42,82 18.00,29 29.00,12S,20E,03,71,70,No,Inactive,Inactive,Active,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.3,29.483333,564583.81,609654.83,-82.29999996507425,29.483333022855188
605101,06/03/1999,1999-06-03T04:00:00.000Z,LW,Aerial,Lafayette,34,82 55.50,29 55.00,06S,14E,33,64,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.925,29.916667,503657.64,657082.14,-82.92499995741186,29.916666968355425
605102,06/03/1999,1999-06-03T04:00:00.000Z,LW,Aerial,Lafayette,34,82 54.90,29 54.10,07S,14E,04,64,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.915,29.901667,504636.52,655425.47,-82.9150000091463,29.901667003877286
605103,06/03/1999,1999-06-03T04:00:00.000Z,LW,Aerial,Columbia,12,82 35.00,29 55.50,06S,17E,35,65,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.583333,29.925,536591.22,658339.98,-82.58333297978153,29.9249999573347
605104,06/03/1999,1999-06-03T04:00:00.000Z,LW,Aerial,Lafayette,34,82 59.10,29 56.10,06S,13E,25,64,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.985,29.935,497855.48,659068.22,-82.98499996558975,29.935000037799274
605105,06/03/1999,1999-06-03T04:00:00.000Z,LW,Aerial,Lafayette,34,82 58.40,29 55.90,06S,13E,25,64,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82.973333,29.931667,498983.34,658707.54,-82.9733330090442,29.93166699792704
605106,06/03/1999,1999-06-03T04:00:00.000Z,LW,Aerial,Lafayette,34,83 15.00,29 57.00,06S,11E,20,63,80,No,Inactive,Active,Unknown,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.25,29.95,472297.25,660550.5,-83.24999996488116,29.94999996952152
