"Latitude","Longitude","WaterDepth","SampleTop","SampleBase","Site","DatasetKey","SiteKey","SampleKey","Sampler","DataType","Terrigenous","Carbonate","Igneous","Volcanic","Metamorphic","Mineralized","AuthFeMn","Ooze","Carbon","GeochemSignal","Forams","OtherCalcPelag","SilcPelag","Shell","Coral","HardPlant","SamplePhase"
+39.11658, -73.12974,72,0,.1,"CH01-17:65.2:G",11,24491,12496,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 22,  0,  0,"  "
+39.10301, -73.07520,73,0,.1,"CH01-17:66:G",11,24492,12497,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 22,  0,  0,"  "
+39.10285, -73.07536,73,0,0,"CH01-17:66:V",11,24493,12498,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30,  0,  0,"surface_view  "
+39.10009, -73.08653,72,0,.1,"CH01-17:67:G",11,24494,12499,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 10,  0,  0,"  "
+39.09969, -73.09556,73,0,.1,"CH01-17:68:G",11,24496,12501,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 11,  0,  0,"  "
+39.09989, -73.09494,73,0,0,"CH01-17:68:V",11,24497,12502,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30,  0,  0,"surface_view  "
+39.09952, -73.11351,76,0,.1,"CH01-17:69:G",11,24498,12503,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 10,  0,  0,"  "
+39.05699, -73.09301,75,0,0,"CH01-17:73:V",11,24500,12505,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 49,  0,  0,"srfce  "
+39.04995, -73.07088,81,0,.1,"CH01-17:74:G",11,24502,12508,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  8,  0,  0,"  "
+39.05001, -73.07869,81,0,0,"CH01-17:74:V",11,24503,12509,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30,  0,  0,"surface_view  "
+39.03689, -73.05420,82,0,.1,"CH01-17:75:G",11,24504,12510,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 40,  0,  0,"  "
+39.03556, -73.05194,80,0,.1,"CH01-17:76:G",11,24506,12513,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 43,  0,  0,"at top  "
+39.03540, -73.05138,80,0,0,"CH01-17:76.1:V",11,24507,12515,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30,  0,  0,"surface_view  "
+39.02733, -73.03603,80,0,.1,"CH01-17:77:G",11,24510,12517,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 43,  0,  0,"  "
+39.02799, -73.03593,80,0,0,"CH01-17:77:V",11,24511,12518,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30,  0,  0,"surface_view  "
+39.01728, -73.04451,79,0,0,"CH01-17:78:V",11,24513,12520,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30,  0,  0,"surface_view  "
+38.99951, -73.07310,-99,0,.1,"CH01-17:79:G",11,24514,12521,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 40,  0,  0,"  "
+38.99980, -73.07206,-99,0,0,"CH01-17:79:V",11,24515,12522,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30,  0,  0,"surface_view  "
+39.11880, -73.03767,-99,0,.1,"CH01-17:81:G",11,24516,12523,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 23,  0,  0,"  "
+39.11893, -73.03671,-99,0,0,"CH01-17:81:V",11,24517,12524,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30,  0,  0,"surface_view  "
+39.12893, -73.03364,-99,0,.1,"CH01-17:82:G",11,24518,12525,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 43,  0,  0,"  "
+39.13941, -73.02840,69,0,.1,"CH01-17:83:G",11,24520,12527,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 17,  0,  0,"  "
+39.15059, -73.02635,72,0,.1,"CH01-17:84:G",11,24522,12529,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 19,  0,  0,"  "
+39.16327, -73.01987,69,0,.1,"CH01-17:85:G",11,24524,12531,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 43,  0,  0,"  "
+39.16323, -73.01989,69,0,0,"CH01-17:85:V",11,24525,12532,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30,  0,  0,"surface_view  "
+39.18511, -73.01168,72,0,.1,"CH01-17:86:G",11,24527,12536,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 23,  0,  0,"  "
+39.19178, -73.01625,67,0,-99,"CH01-17:87:C",11,24529,12538,"SlowCorer","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 43,  0,  0,"  "
+39.19182, -73.01683,67,0,.1,"CH01-17:87:G",11,24530,12539,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  9,  0,  0,"  "
+39.19182, -73.01632,67,0,0,"CH01-17:87:V",11,24531,12540,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30,  0,  0,"surface_view  "
+39.21090, -73.00164,72,0,.1,"CH01-17:89:G",11,24532,12541,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 27,  0,  0,"  "
+39.22337, -72.99628,-99,0,.1,"CH01-17:90:G",11,24534,12543,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 29,  0,  0,"  "
+39.34612, -72.88150,71,0,.1,"CH01-17:96:G",11,24538,12547,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 23,  0,  0,"  "
+39.34602, -72.88070,71,0,0,"CH01-17:96:V",11,24539,12549,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30,  0,  0,"surface_view  "
+39.33886, -72.86812,76,0,-99,"CH01-17:97:C",11,24540,12550,"SlowCorer","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5,  0,  0,"0 to 27cm core m recovy  "
+39.33881, -72.86891,76,0,.1,"CH01-17:97:G",11,24541,12554,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 22,  0,  0,"at bottom  "
+39.32786, -72.84885,77,0,.1,"CH01-17:99:G",11,24544,12560,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 53,  0,  0,"  "
+39.32837, -72.84859,77,0,0,"CH01-17:99:V",11,24545,12561,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30,  0,  0,"surface_view  "
+39.32638, -72.84574,77,0,.1,"CH01-17:100:G",11,24547,12564,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 22,  0,  0,"  "
+39.32576, -72.84453,77,0,0,"CH01-17:100:V",11,24548,12565,"Video","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 30,  0,  0,"surface_view  "
+39.29063, -72.78180,87,0,.02,"CH01-17:107:C",11,24552,12570,"SlowCorer","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 40,  0,  0,"  "
+39.29005, -72.78042,87,0,.1,"CH01-17:107:G",11,24553,12573,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5,  0,  0,"  "
+39.28140, -72.76536,92,.03,.27,"CH01-17:108:C",11,24555,12577,"SlowCorer","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5,  0,  0,"  "
+39.28189, -72.76492,92,0,.1,"CH01-17:108:G",11,24556,12578,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 17,  0,  0,"  "
+39.27487, -72.75281,98,0,.1,"CH01-17:109:G",11,24559,12582,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 29,  0,  0,"  "
+39.26724, -72.73883,105,0,.1,"CH01-17:110:G",11,24562,12588,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 15,  0,  0,"near bottom  "
+39.22727, -72.66413,130,0,.1,"CH01-17:115:G(V)",11,24564,12589,"UnIdGrab?","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 27,  0,  0,"  "
+39.22460, -72.66032,130,0,.1,"CH01-17:116:G",11,24566,12590,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 43,  0,  0,"  "
+39.22369, -72.65873,130,0,.1,"CH01-17:117:G",11,24568,12591,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 26,  0,  0,"  "
+39.19975, -72.61548,144,0,.1,"CH01-17:121:G",11,24570,12592,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 24,  0,  0,"  "
+39.33936, -72.50887,141,0,.06,"CH01-17:128:C",11,24572,12593,"SlowCorer","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 26,  0,  0,"  "
+39.33999, -72.51075,141,0,.1,"CH01-17:128:G",11,24573,12596,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 16,  0,  0,"  "
+39.33064, -72.53418,139,0,.08,"CH01-17:129:C",11,24575,12597,"SlowCorer","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 26,  0,  0,"  "
+39.33076, -72.53287,139,0,.1,"CH01-17:129:G",11,24576,12601,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  2,  0,  0,"layer (~2 cm) atop.  "
+39.32221, -72.60670,124,0,.14,"CH01-17:132:C",11,24578,12602,"SlowCorer","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 26,  0,  0,"  "
+39.32450, -72.61182,124,0,.1,"CH01-17:133:G",11,24582,12607,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 16,  0,  0,"  "
+39.33415, -72.63123,121,0,.1,"CH01-17:135:G",11,24585,12610,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 27,  0,  0,"  "
+39.34104, -72.64661,118,0,.1,"CH01-17:137:G",11,24588,12615,"SmithMcIntyreGrab","",  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 26,  0,  0,"  "
+39.38438, -72.73427,86,0,-99,"CH01-17:139:C",11,24593,12623,"SlowCorer","",  0,  0,  0,  0,  0,  0,  0,  0, 13,  0,  0,  0,  0, 20,  0,  0,"0 to 0.24m core m recovy  "
