huc_8,hu_8_name,area_acres,area_sqkm,states,wsa_cpl_total_n_low_medium,wsa_cpl_total_n_medium_high,wsa_cpl_total_p_low_medium,wsa_cpl_total_p_medium_high,wsa_nap_total_n_low_medium,wsa_nap_total_n_medium_high,wsa_nap_total_p_low_medium,wsa_nap_total_p_medium_high,wsa_npl_total_n_low_medium,wsa_npl_total_n_medium_high,wsa_npl_total_p_low_medium,wsa_npl_total_p_medium_high,wsa_sap_total_n_low_medium,wsa_sap_total_n_medium_high,wsa_sap_total_p_low_medium,wsa_sap_total_p_medium_high,wsa_spl_total_n_low_medium,wsa_spl_total_n_medium_high,wsa_spl_total_p_low_medium,wsa_spl_total_p_medium_high,wsa_tpl_total_n_low_medium,wsa_tpl_total_n_medium_high,wsa_tpl_total_p_low_medium,wsa_tpl_total_p_medium_high,wsa_umw_total_n_low_medium,wsa_umw_total_n_medium_high,wsa_umw_total_p_low_medium,wsa_umw_total_p_medium_high,wsa_wmt_total_n_low_medium,wsa_wmt_total_n_medium_high,wsa_wmt_total_p_low_medium,wsa_wmt_total_p_medium_high,wsa_xer_total_n_low_medium,wsa_xer_total_n_medium_high,wsa_xer_total_p_low_medium,wsa_xer_total_p_medium_high,nla_cgp_total_n_low_medium,nla_cgp_total_n_medium_high,nla_cgp_total_p_low_medium,nla_cgp_total_p_medium_high,nla_cpe_total_n_low_medium,nla_cpe_total_n_medium_high,nla_cpe_total_p_low_medium,nla_cpe_total_p_medium_high,nla_gpm_total_n_low_medium,nla_gpm_total_n_medium_high,nla_gpm_total_p_low_medium,nla_gpm_total_p_medium_high,nla_gpn_total_n_low_medium,nla_gpn_total_n_medium_high,nla_gpn_total_p_low_medium,nla_gpn_total_p_medium_high,nla_ngl_total_n_low_medium,nla_ngl_total_n_medium_high,nla_ngl_total_p_low_medium,nla_ngl_total_p_medium_high,nla_sam_total_n_low_medium,nla_sam_total_n_medium_high,nla_sam_total_p_low_medium,nla_sam_total_p_medium_high,nla_sep_total_n_low_medium,nla_sep_total_n_medium_high,nla_sep_total_p_low_medium,nla_sep_total_p_medium_high,nla_sgl_total_n_low_medium,nla_sgl_total_n_medium_high,nla_sgl_total_p_low_medium,nla_sgl_total_p_medium_high,nla_tmp_total_n_low_medium,nla_tmp_total_n_medium_high,nla_tmp_total_p_low_medium,nla_tmp_total_p_medium_high,nla_wmt_total_n_low_medium,nla_wmt_total_n_medium_high,nla_wmt_total_p_low_medium,nla_wmt_total_p_medium_high,nla_xer_total_n_low_medium,nla_xer_total_n_medium_high,nla_xer_total_p_low_medium,nla_xer_total_p_medium_high,likely_to_discharge_n_or_p,has_n_limits,has_p_limits,has_n_monitoring_requirement,has_p_monitoring_requirement,has_n_dmr_data,has_p_dmr_data,nlcd11a,nlcd11p,nlcd12a,nlcd12p,nlcd21a,nlcd21p,nlcd22a,nlcd22p,nlcd23a,nlcd23p,nlcd24a,nlcd24p,nlcd31a,nlcd31p,nlcd41a,nlcd41p,nlcd42a,nlcd42p,nlcd43a,nlcd43p,nlcd52a,nlcd52p,nlcd71a,nlcd71p,nlcd81a,nlcd81p,nlcd82a,nlcd82p,nlcd90a,nlcd90p,nlcd95a,nlcd95p,attains_303d_count,attains_tmdl_count
05140203,Lower Ohio-Bay,700705.83856200000,2835.65562702000,"IL,IN,KY",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,1750,3210,165,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1531,62,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,1,7,8,7,115.0101,0.0406,0.0000,0.0000,105.3576,0.0372,12.4182,0.0044,1.5453,0.0005,0.6795,0.0002,3.2301,0.0011,1374.1623,0.4846,107.8974,0.0380,6.8085,0.0024,0.6282,0.0002,41.5737,0.0147,461.1492,0.1626,538.8354,0.1900,49.8411,0.0176,16.8219,0.0059,65,3
05140204,Saline,755440.79878400000,3057.16012921000,"IL,KY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,3210,165,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1531,62,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,1,6,8,6,41.6547,0.0136,0.0000,0.0000,169.0641,0.0553,59.2272,0.0194,5.3163,0.0017,1.3590,0.0004,2.9871,0.0010,949.2867,0.3106,32.9625,0.0108,3.9204,0.0013,0.0621,0.0000,23.0877,0.0076,520.7940,0.1704,1215.7128,0.3977,26.8650,0.0088,4.4424,0.0015,111,0
05140205,Tradewater,605574.93894200000,2450.67457511000,KY,0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,1750,3210,165,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1531,62,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,1,3,10,14,11,21.9528,0.0090,0.0000,0.0000,79.1892,0.0323,9.1665,0.0037,4.1184,0.0017,2.0961,0.0009,1.7127,0.0007,1138.3731,0.4646,146.9826,0.0600,0.7155,0.0003,2.3580,0.0010,87.0264,0.0355,244.9188,0.0999,598.9860,0.2444,67.2669,0.0275,45.5904,0.0186,52,0
05140206,Lower Ohio,600162.80380400000,2428.77244355000,"IL,KY",1092,2078,56,108,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,1750,3210,165,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,2311,26,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1531,62,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,3,4,19,22,21,127.3104,0.0524,0.0000,0.0000,150.2136,0.0618,60.3144,0.0248,15.5349,0.0064,5.5278,0.0023,2.4318,0.0010,676.4265,0.2785,15.0165,0.0062,0.0900,0.0000,0.1305,0.0001,3.1743,0.0013,504.7677,0.2078,755.8308,0.3112,84.7179,0.0349,27.2160,0.0112,51,4
06010101,North Fork Holston,461088.27934300000,1865.95786979000,"TN,VA",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,2,2,2,3.1662,0.0017,0.0000,0.0000,64.4877,0.0346,8.5995,0.0046,1.1322,0.0006,0.3411,0.0002,1.8837,0.0010,1225.5723,0.6567,33.2892,0.0178,32.8518,0.0176,39.1851,0.0210,20.2212,0.0108,430.1487,0.2305,3.8457,0.0021,1.3689,0.0007,0.0000,0.0000,0,0
06010102,South Fork Holston,754216.21279000000,3052.20440603000,"NC,TN,VA",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,7,11,11,11,39.9213,0.0131,0.0000,0.0000,225.3798,0.0738,97.3269,0.0319,29.9196,0.0098,12.2742,0.0040,4.3173,0.0014,1559.2815,0.5108,42.5349,0.0139,37.2978,0.0122,10.1394,0.0033,27.0756,0.0089,952.6320,0.3121,11.5488,0.0038,3.0357,0.0010,0.0117,0.0000,35,0
06010103,Watauga,554010.90030400000,2242.00233596000,"NC,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,0,9,27,28,27,31.3038,0.0140,0.0000,0.0000,162.6147,0.0725,55.7532,0.0249,15.8571,0.0071,6.1353,0.0027,5.6808,0.0025,1477.0566,0.6588,55.5876,0.0248,50.0688,0.0223,17.0649,0.0076,25.0596,0.0112,333.3096,0.1487,4.6134,0.0021,1.8072,0.0008,0.0000,0.0000,49,0
06010104,Holston,640349.05158400000,2591.40040150000,TN,0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,1,7,9,11,10,109.9566,0.0424,0.0000,0.0000,188.3988,0.0727,83.7774,0.0323,23.8446,0.0092,6.1641,0.0024,17.8362,0.0069,975.8988,0.3766,92.8098,0.0358,119.3661,0.0461,11.6946,0.0045,206.7345,0.0798,730.9521,0.2821,15.6429,0.0060,8.3772,0.0032,0.0153,0.0000,22,0
06010105,Upper French Broad,1190555.65174000000,4818.00728259000,"NC,SC,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,35,0,24,65,59,65,16.2675,0.0034,0.0000,0.0000,446.9202,0.0928,84.1536,0.0175,28.2276,0.0059,9.6048,0.0020,3.8034,0.0008,3173.6970,0.6587,217.7694,0.0452,114.6528,0.0238,29.4570,0.0061,53.5149,0.0111,602.5869,0.1251,30.0915,0.0062,7.0938,0.0015,0.0126,0.0000,2,0
06010106,Pigeon,451621.14264600000,1827.64573084000,"NC,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,5,12,11,12,3.1509,0.0017,0.0000,0.0000,116.3529,0.0637,23.5539,0.0129,6.2244,0.0034,2.0925,0.0011,1.0593,0.0006,1327.9725,0.7266,76.6503,0.0419,43.8777,0.0240,16.9326,0.0093,14.8212,0.0081,186.0966,0.1018,6.9408,0.0038,2.0286,0.0011,0.0000,0.0000,0,0
06010107,Lower French Broad,511645.27931600000,2070.55476847000,"NC,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,3,5,6,5,88.9884,0.0430,0.0000,0.0000,133.3008,0.0644,30.2409,0.0146,11.7333,0.0057,3.2211,0.0016,21.4461,0.0104,1023.2460,0.4942,183.4740,0.0886,96.4053,0.0466,21.0798,0.0102,37.4031,0.0181,413.0361,0.1995,4.4946,0.0022,2.1834,0.0011,0.3753,0.0002,39,0
06010108,Nolichucky,1122949.69954000000,4544.41572930000,"NC,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,7,13,14,13,9.6237,0.0021,0.0000,0.0000,238.6890,0.0525,51.3531,0.0113,11.4435,0.0025,4.2534,0.0009,4.7691,0.0010,2444.2479,0.5379,128.0214,0.0282,84.3606,0.0186,39.2112,0.0086,60.5646,0.0133,1405.8423,0.3094,53.7894,0.0118,7.8552,0.0017,0.0369,0.0000,127,54
06010201,Watts Bar Lake,858453.02734700000,3474.03578444000,"NC,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,9,7,9,7,190.9962,0.0550,0.0000,0.0000,327.7503,0.0943,194.2704,0.0559,74.6847,0.0215,23.7519,0.0068,9.5859,0.0028,1349.1450,0.3883,194.9247,0.0561,180.5517,0.0520,70.0758,0.0202,127.0422,0.0366,650.2113,0.1871,59.3910,0.0171,21.8016,0.0063,0.1953,0.0001,136,0
06010202,Upper Little Tennessee,538517.38616600000,2179.30231531000,"GA,NC,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,3,10,9,10,38.4102,0.0176,0.0000,0.0000,95.5980,0.0439,8.1261,0.0037,1.8846,0.0009,0.3141,0.0001,3.0987,0.0014,1796.2101,0.8243,56.9259,0.0261,31.3740,0.0144,22.6503,0.0104,18.9990,0.0087,100.9152,0.0463,2.9718,0.0014,1.7028,0.0008,0.0000,0.0000,2,0
06010203,Tuckasegee,469549.57840200000,1900.19952865000,"NC,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,7,11,9,11,13.6539,0.0072,0.0000,0.0000,82.3842,0.0434,9.3168,0.0049,2.7999,0.0015,0.5472,0.0003,1.4319,0.0008,1566.9954,0.8247,95.5197,0.0503,37.1151,0.0195,20.3175,0.0107,10.9053,0.0057,57.3840,0.0302,0.6714,0.0004,1.0395,0.0005,0.0000,0.0000,0,0
06010204,Lower Little Tennessee,671925.21273400000,2719.18457870000,"NC,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,4,7,6,7,79.7103,0.0293,0.0000,0.0000,105.8094,0.0389,13.1571,0.0048,3.4353,0.0013,0.9513,0.0003,0.9414,0.0003,1532.3562,0.5635,339.2262,0.1248,153.1638,0.0563,61.0083,0.0224,27.5274,0.0101,349.1802,0.1284,44.2323,0.0163,8.4177,0.0031,0.0801,0.0000,20,0
06010205,Upper Clinch,1266765.29008000000,5126.41671476000,"TN,VA,WV",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,5,1,11,14,15,15,105.9471,0.0207,0.0000,0.0000,242.9622,0.0474,107.6688,0.0210,37.5057,0.0073,6.6528,0.0013,23.9049,0.0047,2986.6653,0.5827,119.7576,0.0234,158.1561,0.0309,20.6622,0.0040,399.5424,0.0779,908.1369,0.1772,4.7529,0.0009,3.5631,0.0007,0.0531,0.0000,3,4
06010206,Powell,601352.91179900000,2433.58863923000,"KY,TN,VA",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,4,6,6,6,42.0678,0.0173,0.0000,0.0000,119.8395,0.0492,50.1183,0.0206,12.3102,0.0051,1.7505,0.0007,49.3335,0.0203,1277.0919,0.5247,31.5396,0.0130,119.4300,0.0491,5.3001,0.0022,448.9839,0.1845,273.2229,0.1123,1.3797,0.0006,1.3302,0.0005,0.0441,0.0000,26,0
06010207,Powell,404113.61029900000,1635.38958852000,TN,0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,0,10,14,17,14,37.4427,0.0229,0.0000,0.0000,176.5080,0.1080,117.8361,0.0721,41.3181,0.0253,11.5299,0.0071,6.9075,0.0042,718.7697,0.4396,64.2879,0.0393,79.3476,0.0485,4.8735,0.0030,90.7974,0.0555,260.2647,0.1592,1.4193,0.0009,23.6781,0.0145,0.0288,0.0000,45,0
06010208,Emory,556799.16778400000,2253.28605294000,TN,0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,2,2,3,2,20.8350,0.0092,0.0000,0.0000,132.7995,0.0589,48.1509,0.0214,15.4629,0.0069,3.9699,0.0018,14.0922,0.0063,1143.0441,0.5073,51.3450,0.0228,323.5140,0.1436,12.0843,0.0054,236.2077,0.1048,243.5643,0.1081,3.3156,0.0015,4.8906,0.0022,0.0693,0.0000,52,0
06020001,Middle Tennessee-Chickamauga,1197045.28537000000,4844.26989538000,"AL,GA,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,2,6,10,9,12,149.8005,0.0309,0.0000,0.0000,394.7967,0.0815,199.4958,0.0412,53.1936,0.0110,26.3052,0.0054,10.9980,0.0023,1902.5568,0.3928,417.1014,0.0861,449.6220,0.0928,178.9749,0.0369,183.6648,0.0379,760.6521,0.1570,82.3626,0.0170,31.8348,0.0066,2.7765,0.0006,65,1
06020002,Hiwassee,1324768.79325000000,5361.14853957000,"GA,NC,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,2,7,15,18,17,85.9428,0.0160,0.0000,0.0000,324.0009,0.0604,73.9233,0.0138,19.4220,0.0036,7.7607,0.0014,10.0134,0.0019,2900.0610,0.5410,455.6430,0.0850,325.3545,0.0607,156.4362,0.0292,144.0072,0.0269,755.3439,0.1409,84.6711,0.0158,17.2215,0.0032,1.1331,0.0002,7,4
06020003,Ocoee,407302.89371000000,1648.29615923000,"GA,NC,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,2,21.1437,0.0128,0.0000,0.0000,68.1660,0.0414,7.4475,0.0045,1.3455,0.0008,0.2043,0.0001,1.9107,0.0012,1101.9681,0.6686,214.7004,0.1303,93.1338,0.0565,18.6363,0.0113,27.6885,0.0168,84.9861,0.0516,3.9843,0.0024,2.9367,0.0018,0.0171,0.0000,0,9
06020004,Sequatchie,387312.61170800000,1567.39836657000,TN,0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,2,2,2.7063,0.0017,0.0000,0.0000,62.1918,0.0397,17.5068,0.0112,3.4659,0.0022,0.7524,0.0005,2.0511,0.0013,848.1159,0.5411,89.6301,0.0572,80.2989,0.0512,48.1347,0.0307,87.0525,0.0555,279.2277,0.1782,36.4428,0.0233,9.3591,0.0060,0.3627,0.0002,19,0
06030001,Guntersville Lake,1269582.12266000000,5137.81603059000,"AL,GA,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,16,6,42,42,42,47,270.7038,0.0527,0.0000,0.0000,196.2378,0.0382,80.5581,0.0157,22.0788,0.0043,8.0748,0.0016,6.7275,0.0013,1976.7654,0.3847,216.9432,0.0422,378.2898,0.0736,234.5031,0.0456,122.9652,0.0239,1234.8792,0.2403,317.2068,0.0617,69.2631,0.0135,2.7594,0.0005,0,22
06030002,Wheeler Lake,1846652.68306000000,7473.13749036000,"AL,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1531,62,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,43,38,112,103,116,132,241.4727,0.0323,0.0000,0.0000,443.7945,0.0594,270.3321,0.0362,70.8813,0.0095,23.7456,0.0032,6.6609,0.0009,2184.4584,0.2923,219.2454,0.0293,243.0828,0.0325,363.6972,0.0487,127.7982,0.0171,1955.7567,0.2617,1019.8305,0.1365,299.9295,0.0401,1.9998,0.0003,43,275
06030003,Upper Elk,824745.30877800000,3337.62550130000,TN,0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1531,62,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,1,5,7,8,8,61.0398,0.0183,0.0000,0.0000,175.2192,0.0525,40.0914,0.0120,11.3328,0.0034,3.5406,0.0011,3.7458,0.0011,1237.9257,0.3709,102.7062,0.0308,112.0662,0.0336,98.0010,0.0294,51.0948,0.0153,1082.2113,0.3242,320.0706,0.0959,37.4346,0.0112,1.2123,0.0004,74,0
06030004,Lower Elk,617127.22751400000,2497.42502343000,"AL,TN",0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1531,62,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,10,8,11,8,23.3712,0.0094,0.0000,0.0000,118.5741,0.0475,11.3868,0.0046,2.6244,0.0011,0.7065,0.0003,0.9063,0.0004,957.7728,0.3835,67.3569,0.0270,108.1737,0.0433,83.8782,0.0336,42.3009,0.0169,934.8912,0.3744,121.5072,0.0487,23.4891,0.0094,0.2142,0.0001,20,0
06030005,Pickwick Lake,1456675.58716000000,5894.95633997000,"AL,MS,TN",1092,2078,56,108,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1531,62,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,30,13,59,63,61,71,220.9248,0.0375,0.0000,0.0000,314.6607,0.0534,101.7252,0.0173,28.1115,0.0048,10.4931,0.0018,5.2011,0.0009,1806.6564,0.3065,358.0749,0.0607,257.6970,0.0437,502.1631,0.0852,156.9924,0.0266,1416.2985,0.2403,516.3939,0.0876,196.1028,0.0333,3.3867,0.0006,76,21
06030006,Bear,600586.59624500000,2430.48747053000,"AL,MS",1092,2078,56,108,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1531,62,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,1,13,10,14,11,68.7438,0.0283,0.0000,0.0000,93.9879,0.0387,28.6695,0.0118,6.4008,0.0026,1.9350,0.0008,6.3747,0.0026,971.1261,0.3995,247.2525,0.1017,156.8133,0.0645,341.0739,0.1403,65.4561,0.0269,334.7244,0.1377,58.7529,0.0242,45.9378,0.0189,3.3525,0.0014,44,7
06040001,Lower Tennessee-Beech,1335834.61010000000,5405.93030689000,"MS,TN",1092,2078,56,108,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1531,62,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,1,4,4,4,124.8975,0.0231,0.0000,0.0000,186.2802,0.0345,26.3898,0.0049,7.3620,0.0014,2.3760,0.0004,5.9211,0.0011,2680.1046,0.4958,364.3380,0.0674,134.7606,0.0249,361.3617,0.0668,197.2269,0.0365,616.5783,0.1141,463.4055,0.0857,209.9178,0.0388,25.0218,0.0046,74,8
06040002,Upper Duck,756380.83414300000,3060.96431694000,TN,0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1531,62,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,3,5,7,5,19.5381,0.0064,0.0000,0.0000,174.2391,0.0569,46.7595,0.0153,11.0484,0.0036,4.4703,0.0015,3.3525,0.0011,884.3679,0.2889,159.3270,0.0521,148.8492,0.0486,77.8239,0.0254,53.5185,0.0175,1254.6540,0.4099,188.2215,0.0615,34.1469,0.0112,0.6300,0.0002,59,103
06040003,Lower Duck,991058.10121600000,4010.66942325000,TN,0,0,0,0,0,0,0,0,0,0,0,0,296,535,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,1531,62,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,1,3,6,7,7,25.3872,0.0063,0.0000,0.0000,154.2168,0.0385,42.1713,0.0105,12.8925,0.0032,4.0050,0.0010,2.2698,0.0006,2506.2498,0.6250,105.0219,0.0262,33.9651,0.0085,34.7184,0.0087,167.5143,0.0418,799.1766,0.1993,107.5824,0.0268,13.8483,0.0035,1.2897,0.0003,37,0
